Progress,Duration (in seconds),Finished,S1_1,S1_gen_4,S1_gen_5,S1_gen_6,S1_gen_7,S1_gen_8,S1_A1_7,S1_A1_8,S1_A1_9,S1_A2_7,S1_A2_8,S1_A2_9,S1_A3_7,S1_A3_8,S1_A3_9,S1_A4_7,S1_A4_8,S1_A4_9,S1_A5_7,S1_A5_8,S1_A5_9,S2_1,S2_gen_4,S2_gen_5,S2_gen_6,S2_gen_7,S2_gen_8,S2_A1_7,S2_A1_8,S2_A1_9,S2_A2_7,S2_A2_8,S2_A2_9,S2_A3_7,S2_A3_8,S2_A3_9,S2_A4_7,S2_A4_8,S2_A4_9,S2_A5_7,S2_A5_8,S2_A5_9,S3_1,S3_gen_4,S3_gen_5,S3_gen_6,S3_gen_7,S3_gen_8,S3_A1_7,S3_A1_8,S3_A1_9,S3_A2_7,S3_A2_8,S3_A2_9,S3_A3_7,S3_A3_8,S3_A3_9,S3_A4_7,S3_A4_8,S3_A4_9,S3_A5_7,S3_A5_8,S3_A5_9,S4_1,S4_gen_4,S4_gen_5,S4_gen_6,S4_gen_7,S4_gen_8,S4_A1_7,S4_A1_8,S4_A1_9,S4_A2_7,S4_A2_8,S4_A2_9,S4_A3_7,S4_A3_8,S4_A3_9,S4_A4_7,S4_A4_8,S4_A4_9,S4_A5_7,S4_A5_8,S4_A5_9,S5_1,S5_gen_4,S5_gen_5,S5_gen_6,S5_gen_7,S5_gen_8,S5_A1_7,S5_A1_8,S5_A1_9,S5_A2_7,S5_A2_8,S5_A2_9,S5_A3_7,S5_A3_8,S5_A3_9,S5_A4_7,S5_A4_8,S5_A4_9,S5_A5_7,S5_A5_8,S5_A5_9,S6_1,S6_gen_4,S6_gen_5,S6_gen_6,S6_gen_7,S6_gen_8,S6_A1_7,S6_A1_8,S6_A1_9,S6_A2_7,S6_A2_8,S6_A2_9,S6_A3_7,S6_A3_8,S6_A3_9,S6_A4_7,S6_A4_8,S6_A4_9,S6_A5_7,S6_A5_8,S6_A5_9,S7_1,S7_gen_4,S7_gen_5,S7_gen_6,S7_gen_7,S7_gen_8,S7_A1_7,S7_A1_8,S7_A1_9,S7_A2_7,S7_A2_8,S7_A2_9,S7_A3_7,S7_A3_8,S7_A3_9,S7_A4_7,S7_A4_8,S7_A4_9,S7_A5_7,S7_A5_8,S7_A5_9,S8_1,S8_gen_4,S8_gen_5,S8_gen_6,S8_gen_7,S8_gen_8,S8_A1_7,S8_A1_8,S8_A1_9,S8_A2_7,S8_A2_8,S8_A2_9,S8_A3_7,S8_A3_8,S8_A3_9,S8_A4_7,S8_A4_8,S8_A4_9,S8_A5_7,S8_A5_8,S8_A5_9,S9_1,S9_gen_4,S9_gen_5,S9_gen_6,S9_gen_7,S9_gen_8,S9_A1_7,S9_A1_8,S9_A1_9,S9_A2_7,S9_A2_8,S9_A2_9,S9_A3_7,S9_A3_8,S9_A3_9,S9_A4_7,S9_A4_8,S9_A4_9,S9_A5_7,S9_A5_8,S9_A5_9,S10_1,S10_gen_4,S10_gen_5,S10_gen_6,S10_gen_7,S10_gen_8,S10_A1_7,S10_A1_8,S10_A1_9,S10_A2_7,S10_A2_8,S10_A2_9,S10_A3_7,S10_A3_8,S10_A3_9,S10_A4_7,S10_A4_8,S10_A4_9,S10_A5_7,S10_A5_8,S10_A5_9,S11_1,S11_gen_4,S11_gen_5,S11_gen_6,S11_gen_7,S11_gen_8,S11_A1_7,S11_A1_8,S11_A1_9,S11_A2_7,S11_A2_8,S11_A2_9,S11_A3_7,S11_A3_8,S11_A3_9,S11_A4_7,S11_A4_8,S11_A4_9,S11_A5_7,S11_A5_8,S11_A5_9,S12_1,S12_gen_4,S12_gen_5,S12_gen_6,S12_gen_7,S12_gen_8,S12_A1_7,S12_A1_8,S12_A1_9,S12_A2_7,S12_A2_8,S12_A2_9,S12_A3_7,S12_A3_8,S12_A3_9,S12_A4_7,S12_A4_8,S12_A4_9,S12_A5_7,S12_A5_8,S12_A5_9,S13_1,S13_gen_4,S13_gen_5,S13_gen_6,S13_gen_7,S13_gen_8,S13_A1_7,S13_A1_8,S13_A1_9,S13_A2_7,S13_A2_8,S13_A2_9,S13_A3_7,S13_A3_8,S13_A3_9,S13_A4_7,S13_A4_8,S13_A4_9,S13_A5_7,S13_A5_8,S13_A5_9,S14_1,S14_gen_4,S14_gen_5,S14_gen_6,S14_gen_7,S14_gen_8,S14_A1_7,S14_A1_8,S14_A1_9,S14_A2_7,S14_A2_8,S14_A2_9,S14_A3_7,S14_A3_8,S14_A3_9,S14_A4_7,S14_A4_8,S14_A4_9,S14_A5_7,S14_A5_8,S14_A5_9,S15_1,S15_gen_4,S15_gen_5,S15_gen_6,S15_gen_7,S15_gen_8,S15_A1_7,S15_A1_8,S15_A1_9,S15_A2_7,S15_A2_8,S15_A2_9,S15_A3_7,S15_A3_8,S15_A3_9,S15_A4_7,S15_A4_8,S15_A4_9,S15_A5_7,S15_A5_8,S15_A5_9,S16_1,S16_gen_4,S16_gen_5,S16_gen_6,S16_gen_7,S16_gen_8,S16_A1_7,S16_A1_8,S16_A1_9,S16_A2_7,S16_A2_8,S16_A2_9,S16_A3_7,S16_A3_8,S16_A3_9,S16_A4_7,S16_A4_8,S16_A4_9,S16_A5_7,S16_A5_8,S16_A5_9,S17_1,S17_gen_4,S17_gen_5,S17_gen_6,S17_gen_7,S17_gen_8,S17_A1_7,S17_A1_8,S17_A1_9,S17_A2_7,S17_A2_8,S17_A2_9,S17_A3_7,S17_A3_8,S17_A3_9,S17_A4_7,S17_A4_8,S17_A4_9,S17_A5_7,S17_A5_8,S17_A5_9,S18_1,S18_gen_4,S18_gen_5,S18_gen_6,S18_gen_7,S18_gen_8,S18_A1_7,S18_A1_8,S18_A1_9,S18_A2_7,S18_A2_8,S18_A2_9,S18_A3_7,S18_A3_8,S18_A3_9,S18_A4_7,S18_A4_8,S18_A4_9,S18_A5_7,S18_A5_8,S18_A5_9,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,999,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Directly ask the teenager if that is his family.,Yell for the family to come over for a moment.,Record the teen on a phone to intimidate them in case he is a thief.,Go to the family and gently ask them if the teen is with them. ,Make a scene and scare the teen away.,20,60,10,50,50,40,5,5,50,50,100,70,0,5,5,20,He could try to pass the person and get in front of them.,He could keep following the driver and call the police so they can come and check on them.,He can honk his horn to alert the driver to where they are driving in the road. ,He could angrily speed up and aggressively force the person off the road.,He could stop his car on the side of the road and call the police.,20,50,90,10,100,70,60,100,100,5,0,50,20,80,50,,,,,,,,,,,,,,,,,,,,,,100,She could call the emergency services and inform them she will be breaking the window to get the dog out.,She could break the window without calling anyone.,She could decide it's none of her business and ignore the dog. ,She could enter the store and tell customer service about it so they can try to find the driver.,She could call animal control. ,60,100,90,40,70,65,0,0,20,45,80,70,40,70,70,30,Take out his knife and leave it with security.,Leave his knife in the carryon and hope it gets through security.,Leave the line and attempt to go put it in his checked baggage.,Leave the line and try to wrap the knife up in a way that he can sneak it past security.,Throw the knife away. ,30,70,80,0,50,50,10,100,50,0,0,20,0,50,40,,,,,,,,,,,,,,,,,,,,,,0,Try to find some local services to help his father out.,Move into his father's house to help take care of him.,Find a bigger place that Andy can share with his father.,Start a Gofundme to help get money.,Ask other members of his family to help out.,50,100,100,20,100,100,40,100,100,70,100,100,40,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Try to call another employee/manager to come in and cover for him.,Not lock the store and leave it vulnerable but he'd likely get fired.,Stay at the store and keep trying to call his boss with the risk of missing his court appointment.,"Try to call someone at the court appointment and try to get it rescheduled, which is unlikely to happen.",Try to contact his boss through some other means such as social media or another person he lives with.,40,100,100,5,0,0,30,40,20,10,30,15,50,80,90,,,,,,,,,,,,,,,,,,,,,,,37,Female,White / Caucasian,,High School or equivalent,Rung 3,,,,,,,,wave to the parents,take a detour at the next exit,,call emergency services,take a train instead,,pitch his situation to a reality TV network,,,lock up the store,
100,1231,TRUE,40,Make a GoFundMe,See if there are any medical charities that will help,See if there are any prescription saver deals that would make it affordable,Fight the insurance decision,See if they can get it from Canada or Mexico,51,100,100,50,100,100,50,100,100,50,100,100,61,100,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"See if they could prove to the ticket counter that they purchased a ticket some other way, like pulling up an email confirmation on their phone",Try and sneak in the friend who forgot their ticket,See if someone else could bring the ticket from the friend's home,All go do something else and ask for refunds on their tickets,Pool money to buy another ticket,51,100,100,82,76,76,50,100,100,20,100,72,10,90,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Break the windows,Notify mall security,Call animal welfare,Check to see if any of the doors will open,Call 911,81,81,52,40,100,100,61,100,100,92,100,100,51,92,93,82,See if there was a way to mail it to himself from the airport,See if a friend could come pick it up from him at the airport,Try and pass security anyway,Ask security what he should do,Go back to the ticket counter to ask for help,40,100,76,50,100,67,20,50,64,71,100,100,51,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Go back until she either gets service or finds another hiker who has service,Go back until she finds a park ranger station to ask for help,Stay with her friend until others come by (assuming it's a well used trail),Go to the nearest road and flag down a car,Go to the nearest place with people to ask for help,83,100,100,82,100,100,39,100,100,30,100,100,51,100,100,39,Lock up the store and leave,Leave a message for his boss that he will leave by x time and lock the store,Call another coworker and ask them to come in,Put a sign in the door that the store is closed,Leave a note for the owner explaining why he left,71,100,100,71,100,100,81,100,100,61,100,100,72,100,100,,,,,,,,,,,,,,,,,,,,,,,42,Male,White / Caucasian,,Some College,Rung 2,commit credit card fraud,,,,,,steal someone else's ticket,,,,slash the tires,ask to check the knife,,,,leave Todd to save herself,ask a friend to take over,
100,1880,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,recount the money,check to see if it fell on the floor,try to explain to the manager,ask everyone to chip in,say nothing,69,58,75,67,63,55,61,50,55,75,37,56,48,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,call police,flash lights ,motioned them to pull over,get away from them,"bump the, with his car",74,70,77,75,74,76,62,60,55,77,56,74,44,17,10,49,got her a taxi,called her family to get her,offered to take her all the way home,took her to nearest store,not give her a ride,77,66,72,79,77,88,80,74,76,70,64,59,43,28,8,3,broke a window,call police,walk away,make that car's alarm go off,do nothing,66,40,26,80,74,81,53,14,23,65,63,71,24,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,Ration all the food,try to fix the engine,shoot a flare,hide food,jump overboard,86,88,96,64,79,62,76,86,85,30,6,6,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,call 911,help them with their sled,go get someone to help,stay until help arives,offer them her sled,66,73,93,70,69,70,85,68,78,74,58,59,55,73,34,,39,Male,White / Caucasian,,Some College,Rung 6,,,pay the money from his own wallet,,,,,,honk at the driver until they pull over,take her to his house but no further,light a fire under the car,,,,organize a fishing crew,,,carry her competitor on her sled
100,1455,TRUE,,,,,,,,,,,,,,,,,,,,,,100,Call friend to take care of the car ,Take a cab to the airport,Cancel the trip,Call the airline,Call a towing service,100,98,99,100,100,100,25,66,55,100,100,100,98,100,100,0,Put in the money himself,All the employees pool the money together,Work the overtime ,Lie about another employee took the money,Say there was a paper error ,0,4,10,63,46,28,57,79,77,28,20,12,51,54,55,,,,,,,,,,,,,,,,,,,,,,85,Call her mom,Tell the teacher what happened ,Skip class,Not turn the assignment in,Her dog ate it,92,100,99,100,100,99,40,35,16,31,16,9,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Call the police,Follow the driver,Steer the driver off the road,Go around the car,Ignore the situation ,100,100,100,83,83,87,53,67,72,42,33,36,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Delay the wedding ,Tell someone else,Contact the taxi service,Leave the wedding,said he lost somewhere else,28,10,40,62,77,93,100,100,100,20,11,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stopped and helped,Notify an official,Put the person on her sled and continue the race,Call for help,Stayed with the person until helped arrived,100,100,100,100,100,100,51,83,72,99,100,98,99,94,84,,54,Male,White / Caucasian,,Some College,Rung 4,,reschedule for a later flight,stage a robbery,,quickly try to redo the assignment,,,,ram into the car,,,,tell his sister as soon as possible,,,,,finish the race
100,489,TRUE,,,,,,,,,,,,,,,,,,,,,,86,ask for a ride,hitchhike,ask for Lyft or Uber,ask a friend to come pick him up,hail a taxi,84,73,78,23,13,14,92,94,90,87,86,92,72,81,78,75,He can ask his coworkers for help,double check the data,work on it alone,verify the data with coworkers,ask coworkers for advice,79,75,90,78,87,93,12,19,30,70,87,81,75,90,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,send flare signals,cry for help,call for help,use a phone,stay where he is,67,76,74,81,82,81,78,75,82,86,94,93,30,21,46,55,wait for her friend,go back to the house,miss the concert,find some other event to go to,enjoy the concert alone,72,88,90,64,69,77,73,61,67,74,64,65,51,48,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,could ask the woman for a ride,could ask woman to call for help,could ask woman for gas,could ask woman to spare some change,could ask woman for a phone call,64,77,72,85,75,90,63,75,77,80,72,75,94,88,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,seek help,try to pry the arm free,provide food and water,signal for help,use flares,86,96,94,77,75,74,88,85,92,80,89,82,73,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,,take a public bus,explain the situation to his boss,,,boost morale with a three-legged race,go without Ted,,,steal whatever she has on her,,,,,,give Todd her water,,
100,1344,TRUE,90,Get another job,Borrow money from friends,Borrow money from family,Raise money through fundraiser,Ask for donations,25,100,100,25,50,50,25,50,50,10,80,50,30,48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Say no,Say he is in a hurry,Pretend he does not understand,Say he's going the opposite way,Say he has to go to work,50,90,90,70,70,86,82,71,66,80,70,75,75,70,74,,,,,,,,,,,,,,,,,,,,,,30,Take the knife back home and come back to the airport,Ask a friend to pick up the knife,Go home and miss the festival,Rent a car and drive to the festival,Tell the airport staff about his dilemma,80,100,91,80,75,64,16,100,31,75,100,75,20,50,50,100,Tell his sister the truth,Try to find another ring,Lie about what happened,Go to the cab company,Go look for the cab,74,100,94,10,10,8,10,4,10,70,100,81,41,100,51,,,,,,,,,,,,,,,,,,,,,,0,Tell the passengers the truth,Ask crew for help,Ask passengers for help,Ration food,Look for other boats to help,70,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,Stay with Todd,Keep trying to get Todd's arm free,Shout for help,Make a distress signal,Hike to find other hikers,30,80,70,40,80,70,40,85,89,11,91,89,80,80,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Female,Hispanic / Latino,,College Graduate (4 year),Rung 3,take out a loan,,,,,,,,,yell in gibberish until she leaves,,take a train instead,call the taxi company,,serve engine fuel to the passengers,hike until she finds cell service,,
100,1168,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Explain the situation to the teacher and request an extension.,Call her mother to deliver the homework.,Skip the class and then come the next day to turn in the homework.,Not turn in anything and receize zero credit.,"Ask the mother to send a picture of the homework to prove it's done, show the picture to the teacher, and bring in the homework at a later time.",100,100,100,100,100,100,80,50,60,20,50,35,75,100,95,0,Stash the food in a location so that it can be retrieved if necessary.,Stop hiking to preserve energy and wait for the rescue crew.,Agree to split up or take turns carrying the food.,Eat the food so that it doesn't have to be carried anymore.,"Search for shelter and supplies, and don't throw away anything unless supplies are found.",40,100,50,80,100,100,70,100,90,55,45,50,100,100,100,50,Darya could go to the concert without Ted and agree to meet him later.,Darya could decide to skip the concert and stay with Ted.,Darya could teleport to Ted's house to get his ticket for him so they could go to the concert.,Darya could scalp her ticket for double the price and then buy two new tickets.,Darya could teleport the band to Ted's house so they could have a private concert there.,100,65,80,75,100,75,0,100,0,10,0,20,0,0,0,60,Called to the teenager to ask if they were with the family.,Called to the family to ask if the teenager was part of their family.,Called to get the family's attention and gauge their reaction.,Waited to see if the teenager was taking anything.,Done nothing.,60,80,70,60,85,85,90,90,100,100,100,100,95,70,100,,,,,,,,,,,,,,,,,,,,,,35,Taken her all the way to her location.,Offered to call her a cab.,Offered her money to call a cab.,Offered her use of his phone so that she could call for a pick-up from one of her friends.,Refused to take her anywhere.,50,95,20,85,100,100,15,90,55,100,100,100,80,45,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Try to find water or other supplies so she can stay with Todd longer while waiting for help.,Backtrack their route to try to find other hikers to fetch aid.,Remain with Todd.,"Agree upon a set time to wait before heading back, or searching a small area around them to try to get cell phone reception.",Mark a route to make sure she can find Todd and then go get help.,30,70,10,85,100,100,60,60,80,90,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,,,,quickly try to redo the assignment,throw away all of the food,teleport into the concert,tackle him and hold him down,,take her to his house but no further,,,,,,leave Todd to save herself,,
100,1772,TRUE,91,Take out a loan from the bank,Ask for a raise instead of striking,Mortgage his house,Steal money,Find a better paying job,93,98,98,98,100,100,45,99,92,10,5,11,80,100,100,100,Reschedule his trip,Cancel his trip,Get a ride from a passerby ,Ask somebody to try and fix his vehicle quickly,Steal a car,89,100,99,85,91,98,4,92,82,27,76,72,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Walk to the concert,get a ride with somebody else,Call a taxi,get a refund on her ticket,give her ticket to somebody else,20,100,85,41,97,92,34,94,94,45,100,80,30,100,95,100,Ask the teenager who he is,call the police and tell them about the situation,yell at the family to get their attention ,leave the area and find a more private spot,pretend that she doesn't see the teenager doing anything,40,78,56,3,47,2,62,51,52,6,97,99,4,64,82,0,Call police and tell them his concerns,Honk at the car,pass the car and get away from the situation,get in front of the car and drive slowly to slow the driver down,ram the car off the road,5,91,79,96,88,84,78,46,68,40,87,80,1,1,1,,,,,,,,,,,,,,,,,,,,,,95,Try to open the car door to let the dog out,Wait next to the car to see if the owner returns anytime soon,contact security and tell them her concerns,call animal control and file a complaint,open the trunk of the car to give the dog fresh air,59,82,64,66,88,86,85,100,100,40,74,70,60,95,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,White / Caucasian,,College Graduate (4 year),Rung 6,go on strike for better wages,call a taxi,,,,,teleport into the concert,ask the parents if they know him,tailgate the car,,ask to use the mall's loudspeaker,,,,,,,
100,1377,TRUE,,,,,,,,,,,,,,,,,,,,,,0,Get a cab.,Get a Lyft or Uber ride.,Not go on the safari,Hitchhike,Walk,100,100,100,100,100,100,90,100,10,75,80,60,0,100,5,100,Have the other employees work overtime.,Borrow the money from a friend.,Borrow the money from a family member.,Resign.,Have the money taken from his future paycheck.,100,100,100,100,100,100,100,100,100,0,100,10,70,100,100,0,She could tell the truth.,She could sign up for a new membership.,She could invite her friend to lunch instead.,"She could go for a walk, instead.",She could go back to work and get it.,0,100,100,80,100,100,90,100,100,50,100,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tell the truth.,Leave the knife behind.,Trash the knife.,Do not get on the flight.,Give the knife to another person not getting on a plane.,0,100,100,0,100,100,60,100,100,0,100,100,30,100,16,,,,,,,,,,,,,,,,,,,,,,0,"Make do with his apartment, though small.",Tell his father that he doesn't have room in his apartment.,Get a larger apartment and have his father help pay for it.,Have another family member take care of him.,Put him out on the street.,0,100,20,100,100,100,100,100,100,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,He could stay until the boss got there.,He could leave and not lock up the store.,He could contact another employee to come.,He could call the boss.,He could call his lawyer.,0,50,10,100,0,90,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,65,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,try to convince a passing driver to trade cars,get an advance payday loan,lie that she left her card inside,,,,,,,,pretend the knife is part of a hip replacement,,get another job,,,lock up the store,
100,1302,TRUE,50,to save life,its vital to have medicine,because of no money,expensive medication,not covered in medical insurance,47,56,56,69,63,70,54,46,55,67,75,69,50,42,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,he can honk to get driver attention,he can drive the car closely,he can report in the emergency line,he can drive in front of the car to alert the other cars,he can signal other cars to drive slowly,38,45,33,40,34,40,36,32,39,45,33,43,33,45,40,,,,,,,,,,,,,,,,,,,,,,77,break the glass,honk the vehicle to get attention,report to security,report to manager,give some dog the water,50,38,46,35,52,44,38,48,35,61,42,58,27,32,28,,,,,,,,,,,,,,,,,,,,,,10,He should take responsibility,He can do apology,He can go and buy the new ring,He tries to find the taxi and get the same ring,Ask them to wait,57,70,64,21,61,47,36,54,53,39,60,50,11,37,30,,,,,,,,,,,,,,,,,,,,,,80,he can ask for rescures,he can ask for supplies,he can keep the passengers safe,he can distribute the food supply,he can avoid panic in the ship,62,51,62,42,59,47,59,71,62,42,55,66,70,81,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,save him,give some water,report to the officials,help him,go fast,28,20,30,36,33,52,48,41,51,38,39,49,71,67,68,,35,Female,White / Caucasian,,College Graduate (4 year),Rung 7,commit credit card fraud,,,,,,,,pull over and call 911,,ask to use the mall's loudspeaker,,blame it on the maid of honor,,request supplies to be airdropped,,,carry her competitor on her sled
100,1110,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,be supportive,be honest,sharing,kind,have integrity,100,100,53,100,100,70,87,100,62,100,100,100,100,100,82,0,act rashly,be a criminal,be destructive,hate rules,envy others,63,1,21,57,1,25,100,1,1,100,1,15,70,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,daydream,gossip,be a victim,be selfish,no integrity,100,100,100,0,1,1,100,1,1,82,0,35,84,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,kill wantonly,threaten others,be a criminal,no integrity,no honesty,56,1,1,100,1,7,100,1,1,100,1,1,100,1,1,99,Take the lead,make hard decisions,put others welfare before his,Be loyal,have integrity,99,100,99,81,81,81,98,98,99,100,100,100,100,100,100,0,be untrue to his spouse,no integrity,quit,cheat,sharing and supportive,1,0,32,60,1,20,60,26,8,55,0,25,54,100,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,,pay the money from his own wallet,pull the fire alarm,,,,read his mind,,,,threaten security with the knife,borrow their mom’s wedding ring,abandon his father,,,,
100,1096,TRUE,70,Get an extra job to help pay for the medicine.,Sell their home for extra money.,Refrain from paying for the medicine.,Leave his partner to fend for herself.,Steal the money needed to pay for the medicine.,80,100,80,40,100,20,0,10,10,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Go home.,Wait for her friend to get there and tell her.,Get a new membership while at the front desk.,"Lie to her friend on the phone, saying she isn't feeling good.",Reschedule with her friend to go another time.,0,20,40,60,70,70,75,100,75,5,10,30,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Attempt to pass the car.,Turn off and go another way.,Call and notify the cops of the drunk driver.,Attempt to make the car pull over by honking at it.,Continue to drive without doing anything.,25,50,60,60,50,75,40,100,50,10,50,10,70,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Try to sneak the knife through security.,Throw the knife away in a trashcan before going through security.,Call a friend to come pick the knife up.,Hide the knife somewhere in the airport.,"Pretend he didn't know he had the knife, and let security confiscate it.",5,0,0,5,50,10,40,100,50,5,0,0,10,50,10,100,Tell the others that he lost the ring.,Go to the taxi depot.,Offer something in consolation for holding up the wedding.,Apologize to the bride and groom.,Go outside to wait for the taxi.,90,100,100,80,100,100,90,100,100,100,100,100,19,75,50,,,,,,,,,,,,,,,,,,,,,,90,Not tell anyone and hope for the best.,Hoard the food for himself.,Tell the crew to ration while passengers get their fill of food.,Go out on a lifeboat to search for help.,Hide food for himself and let everyone else think there's enough.,0,0,0,0,0,0,0,0,0,5,90,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Male,White / Caucasian,,Some College,Rung 4,start a fundraiser,,,borrow someone's phone,,,,,ram into the car,,,store the knife in an airport locker,call the taxi company,,ration their food,,,
