Progress,Duration (in seconds),Finished,ResponseId,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,637,TRUE,R_PvL5Vu18dNXdmnL,,0,0,,0,80,0,0,,0,,0,0,,100,85,90,,,49,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,steal a passing driver's car,stage a robbery,,lie that her house burnt down,search for a water source,give her ticket to Ted,read his mind,,steal whatever she has on her,,threaten security with the knife,blame it on the maid of honor,,request supplies to be airdropped,leave Todd to save herself,call his lawyer,
100,832,TRUE,R_U9ddzEeyNCEmgNj,81,51,,14,6,,67,1,92,9,,100,0,,,,0,0,,40,Female,White / Caucasian,,High School or equivalent,Rung 3,take out a loan,call a taxi,,renew her membership,call her mom,,try to buy a ticket off another person,ask the parents if they know him,honk at the driver until they pull over,take her to his house but no further,,store the knife in an airport locker,run away,,,,lock up the store,steal his dogs for extra speed
100,305,TRUE,R_1GwPvJobsizAZwe,100,81,,100,,,,32,,0,89,100,0,6,100,0,0,,,67,Female,White / Caucasian,,Some College,Rung 4,start a fundraiser,take a public bus,,renew her membership,,,,read his mind,,yell in gibberish until she leaves,ask to use the mall's loudspeaker,store the knife in an airport locker,run away,get another job,request supplies to be airdropped,yell at Todd for getting stuck,stage a break-in at the store,
100,324,TRUE,R_1NwVNFgxKkiL6gb,82,9,,,1,61,,69,30,,,30,100,90,0,,0,6,,39,Male,White / Caucasian,,Some College,Rung 5,search for the medication on the black market,demand that the airline delays the flight,,,hypnotize the teacher,collect wood to start a fire,,ask the parents if they know him,honk an angry message in Morse code,,,pretend the knife is part of a hip replacement,call the taxi company,move into his father’s apartment,throw disobedient passengers off the boat,,call his lawyer,hide him in the snow
100,323,TRUE,R_2EbCsgyQ5ZJEuOJ,100,,1,100,,,,1,10,1,2,1,100,100,100,,,100,,44,Female,White / Caucasian,,Some College,Rung 3,start a fundraiser,,get an advance payday loan,borrow someone's phone,,,,tackle him and hold him down,honk an angry message in Morse code,yell in gibberish until she leaves,call emergency services,threaten security with the knife,run away,move into his father’s apartment,ration their food,,,finish the race
100,273,TRUE,R_sGpFGfWHVWNDxQd,90,0,0,100,,0,,100,0,,,,100,0,0,,100,100,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 4,go on strike for better wages,try to convince a passing driver to trade cars,overcharge the next customers,pay for a day-pass to the gym,,steal all of the food and water,,read his mind,tailgate the car,,,,tell his sister as soon as possible,abandon his father,sell all the food to the highest bidder,,ask a friend to take over,finish the race
100,364,TRUE,R_3IefSehfYKokzuh,70,,5,,10,25,,80,40,5,25,,,85,2,95,,0,,25,Female,Black / African American,,College Graduate (4 year),Rung 5,take out a loan,,sell one of his kidneys,,copy a friend's assignment,boost morale with a three-legged race,,keep an eye on him,take a detour at the next exit,turn invisible,check that the doors are locked,,,move into his father’s apartment,serve engine fuel to the passengers,leave Todd to save herself,,steal his dogs for extra speed
100,454,TRUE,R_UXCl2J1psdpyrzX,59,,59,34,,42,30,13,,20,95,,,2,5,5,,44,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,,explain the situation to his boss,crawl past the front desk,,collect wood to start a fire,go without Ted,make cat noises at him until he leaves,,call her a cab,check that the doors are locked,,,abandon his father,serve engine fuel to the passengers,saw Todd’s arm off,,finish the race
100,475,TRUE,R_1dFWGNIC5zGufwr,,80,0,,10,,0,20,31,,0,,0,88,66,0,,0,,27,Female,White / Caucasian,,College Graduate (4 year),Rung 3,,reschedule for a later flight,sell one of his kidneys,,bring in the assignment the next day,,teleport into the concert,keep an eye on him,tailgate the car,,light a fire under the car,,steal someone else’s ring,check in on his father daily,organize a fishing crew,get her arm stuck in solidarity,,leave her dogs with him
100,169,TRUE,R_wREhTMaXePGo0RH,,37,36,26,21,,2,,80,,74,6,,81,54,10,11,,,42,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,call a taxi,stage a robbery,renew her membership,bring in the assignment the next day,,give her ticket to Ted,,tailgate the car,,ask to use the mall's loudspeaker,take a train instead,,move into his father’s apartment,serve engine fuel to the passengers,get her arm stuck in solidarity,leave the store unattended,
100,315,TRUE,R_2bP4Tx8C6tm4uql,46,,15,,71,,22,,,0,0,8,34,0,,51,0,0,,44,Male,White / Caucasian,,Some College,Rung 5,search for the medication on the black market,,get an advance payday loan,,quickly try to redo the assignment,,try to buy a ticket off another person,,,refuse to drive her,pour water on the car to cool it,take a train instead,borrow their mom’s wedding ring,pitch his situation to a reality TV network,,give Todd her water,tell his lawyer that he’s sick,steal his dogs for extra speed
100,211,TRUE,R_Dczxhoqk2IGlYeR,72,,2,,,0,,91,0,9,19,0,100,,0,,0,0,,25,Male,Black / African American,,Some College,Rung 4,go on strike for better wages,,overcharge the next customers,,,steal all of the food and water,,keep an eye on him,ram into the car,refuse to drive her,check that the doors are locked,threaten security with the knife,call the taxi company,,sell all the food to the highest bidder,,ask a friend to take over,leave her dogs with him
100,216,TRUE,R_2v0bQjIOipYcoTb,69,10,,1,,0,,10,,0,88,23,4,0,62,0,,,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 4,search for the medication on the black market,call a taxi,,lie that she left her card inside,,throw away all of the food,,ask the parents if they know him,,steal whatever she has on her,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,run away,pitch his situation to a reality TV network,ration their food,get her arm stuck in solidarity,,
100,303,TRUE,R_1pPXcPX4T5YgQeI,100,,20,0,,0,82,51,20,0,,,100,,0,29,0,,,33,Female,White / Caucasian,,,Rung 4,switch insurance plans,,get an advance payday loan,pull the fire alarm,,throw away all of the food,try to buy a ticket off another person,keep an eye on him,honk an angry message in Morse code,turn invisible,,,call the taxi company,,serve engine fuel to the passengers,leave Todd to save herself,stage a break-in at the store,
100,449,TRUE,R_djlW9mqHK1Hi2qJ,85,0,100,,0,0,0,100,0,,,95,,,0,50,,0,,30,Male,White / Caucasian,,High School or equivalent,Rung 3,start a fundraiser,try to convince a passing driver to trade cars,pay the money from his own wallet,,hypnotize the teacher,steal all of the food and water,steal someone else's ticket,wave to the parents,take a detour at the next exit,,,take a train instead,,,throw disobedient passengers off the boat,give Todd her water,,hide him in the snow
100,636,TRUE,R_3D0K0jCr0dCoOrf,,53,55,51,,67,41,57,60,56,,,61,50,61,,50,,,37,Female,White / Caucasian,,High School or equivalent,Rung 6,,take a public bus,pay the money from his own wallet,pull the fire alarm,,boost morale with a three-legged race,steal someone else's ticket,make cat noises at him until he leaves,honk at the driver until they pull over,call her a cab,,,blame it on the maid of honor,abandon his father,request supplies to be airdropped,,leave the store unattended,
100,260,TRUE,R_3kGrQbXfSr3fxV5,,3,1,65,100,5,0,100,,,,,,1,59,22,39,1,,29,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,,steal a passing driver's car,pay the money from his own wallet,pay for a day-pass to the gym,quickly try to redo the assignment,huddle to conserve energy,go without Ted,wave to the parents,,,,,,get another job,ration their food,yell at Todd for getting stuck,ask a friend to take over,steal his dogs for extra speed
100,752,TRUE,R_1lty4fbyuVvJIe6,80,70,,,0,0,0,,,0,0,0,50,100,,100,,0,,38,Male,Black / African American,,Some College,Rung 1 (Bottom Rung),switch insurance plans,call a taxi,,,lie that her house burnt down,throw away all of the food,steal someone else's ticket,,,turn invisible,slash the tires,hide the knife in someone else's bag,run away,check in on his father daily,,give Todd her water,,leave her dogs with him
100,182,TRUE,R_3k7anQ1Vbg9NNWQ,99,1,32,74,,85,3,,50,,62,27,,1,100,,18,,,27,Female,White / Caucasian,,College Graduate (4 year),Rung 2,start a fundraiser,demand that the airline delays the flight,get an advance payday loan,pay for a day-pass to the gym,,collect wood to start a fire,teleport into the concert,,honk at the driver until they pull over,,pour water on the car to cool it,take a train instead,,pitch his situation to a reality TV network,ration their food,,tell his lawyer that he’s sick,
100,610,TRUE,R_2zA8TnAKYTMhGmQ,100,0,0,50,0,100,1,,,0,0,,0,,,,0,100,,54,Other,White / Caucasian,,Other,Rung 2,switch insurance plans,steal a passing driver's car,stage a robbery,borrow someone's phone,copy a friend's assignment,search for a water source,go without Ted,,,turn invisible,slash the tires,,run away,,,,stage a break-in at the store,finish the race
100,333,TRUE,R_1JL1glNX2yW9lWT,,,1,100,84,100,,100,,,0,93,1,100,1,,100,1,,30,Female,Hispanic / Latino,,High School or equivalent,Rung 4,,,sell one of his kidneys,renew her membership,bring in the assignment the next day,huddle to conserve energy,,tackle him and hold him down,,,slash the tires,ask to check the knife,blame it on the maid of honor,buy his father a tent,sell all the food to the highest bidder,,ask a friend to take over,leave her dogs with him
100,531,TRUE,R_1pWDUH2Zj9iWvok,50,0,,,50,40,0,,10,50,5,,0,,,0,1,0,,47,Male,White / Caucasian,,High School or equivalent,Rung 3,search for the medication on the black market,try to convince a passing driver to trade cars,,,call her mom,boost morale with a three-legged race,steal someone else's ticket,,tailgate the car,call her a cab,pour water on the car to cool it,,steal someone else’s ring,,,yell at Todd for getting stuck,lock up the store,hide him in the snow
100,233,TRUE,R_338egcXfRLp9Zp1,100,93,100,90,,,0,,,,,10,0,100,100,100,0,100,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 3,switch insurance plans,take a public bus,explain the situation to his boss,borrow someone's phone,,,teleport into the concert,,,,,hide the knife in someone else's bag,blame it on the maid of honor,move into his father’s apartment,organize a fishing crew,hike until she finds cell service,leave the store unattended,finish the race
100,929,TRUE,R_1NaeEvtWjqCTuuS,10,,,0,,100,0,,,0,0,0,,82,100,0,0,19,,39,Female,Native American / American Indian,,College Graduate (4 year),Rung 7,commit credit card fraud,,,pull the fire alarm,,boost morale with a three-legged race,steal someone else's ticket,,,yell in gibberish until she leaves,slash the tires,threaten security with the knife,,check in on his father daily,request supplies to be airdropped,yell at Todd for getting stuck,stage a break-in at the store,leave her dogs with him
100,461,TRUE,R_BEBFBjO5ZJZmEvv,5,0,,65,80,,95,94,,7,10,100,100,,,2,,30,,28,Male,Hispanic / Latino,,Master's Degree (MS),Rung 6,commit credit card fraud,steal a passing driver's car,,crawl past the front desk,call her mom,,pretend they are conjoined twins,make cat noises at him until he leaves,,yell in gibberish until she leaves,call emergency services,store the knife in an airport locker,borrow their mom’s wedding ring,,,saw Todd’s arm off,,call for help
100,324,TRUE,R_2sXffoSUfoNj69V,100,,100,,96,,24,16,23,4,,,,0,0,96,72,0,,37,Female,Black / African American,,College Graduate (4 year),Rung 4,go on strike for better wages,,explain the situation to his boss,,call her mom,,pretend they are conjoined twins,wave to the parents,pull over and call 911,take her to his house but no further,,,,abandon his father,serve engine fuel to the passengers,leave Todd to save herself,ask a friend to take over,steal his dogs for extra speed
100,467,TRUE,R_1JK1nUE21Weq9nP,,100,2,50,0,100,,,100,0,50,0,,0,0,,100,,,52,Female,White / Caucasian,,Master's Degree (MS),Rung 4,,reschedule for a later flight,pay the money from his own wallet,lie that she left her card inside,copy a friend's assignment,search for a water source,,,honk at the driver until they pull over,steal whatever she has on her,ask to use the mall's loudspeaker,threaten security with the knife,,buy his father a tent,throw disobedient passengers off the boat,,lock up the store,
100,439,TRUE,R_3RrWTkncfF7s2wi,72,0,0,50,,,0,,0,0,,,100,0,30,29,,30,,51,Female,White / Caucasian,,Some College,Rung 5,start a fundraiser,try to convince a passing driver to trade cars,overcharge the next customers,crawl past the front desk,,,go without Ted,,tailgate the car,yell in gibberish until she leaves,,,tell his sister as soon as possible,buy his father a tent,request supplies to be airdropped,leave Todd to save herself,,call for help
100,414,TRUE,R_3EAsjRmdDS65Dyv,100,,0,,,100,,0,100,0,0,19,50,0,100,,,10,,44,Female,White / Caucasian,,Some College,Rung 3,take out a loan,,overcharge the next customers,,,boost morale with a three-legged race,,read his mind,pull over and call 911,turn invisible,light a fire under the car,take a train instead,borrow their mom’s wedding ring,buy his father a tent,organize a fishing crew,,,carry her competitor on her sled
100,311,TRUE,R_xtv0357f8Jl1QmR,1,,,24,1,,,9,1,1,37,,1,1,,1,1,1,,32,Female,Black / African American,,Some College,Rung 3,go on strike for better wages,,,borrow someone's phone,quickly try to redo the assignment,,,ask the parents if they know him,ram into the car,take her to his house but no further,call emergency services,,run away,abandon his father,,yell at Todd for getting stuck,leave the store unattended,call for help
100,341,TRUE,R_3h9kPnfGMCW3cjl,,95,3,89,96,19,20,,86,,2,30,100,,,,5,1,,41,Female,White / Caucasian,,Master's Degree (MS),Rung 7,,take a public bus,stage a robbery,borrow someone's phone,quickly try to redo the assignment,boost morale with a three-legged race,give her ticket to Ted,,take a detour at the next exit,,light a fire under the car,pretend the knife is part of a hip replacement,call the taxi company,,,,tell his lawyer that he’s sick,hide him in the snow
100,277,TRUE,R_26hSKgNJcxwpfXK,,,50,,0,100,0,,97,10,,100,100,0,100,0,,0,,45,Female,White / Caucasian,,Some College,Rung 4,,,get an advance payday loan,,copy a friend's assignment,collect wood to start a fire,go without Ted,,pull over and call 911,refuse to drive her,,ask to check the knife,tell his sister as soon as possible,pitch his situation to a reality TV network,ration their food,yell at Todd for getting stuck,,call for help
100,486,TRUE,R_1okk3Q8rIje8VSg,,43,,,0,100,43,99,55,,0,100,,0,100,0,,0,,19,Female,Black / African American,,Some College,Rung 4,,reschedule for a later flight,,,call her mom,collect wood to start a fire,pretend they are conjoined twins,wave to the parents,honk an angry message in Morse code,,pour water on the car to cool it,ask to check the knife,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,get her arm stuck in solidarity,,steal his dogs for extra speed
100,332,TRUE,R_2AY9ShldFDZJVoL,100,0,,,0,0,0,0,0,0,0,,0,0,,,,0,,77,Female,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,steal a passing driver's car,,,hypnotize the teacher,steal all of the food and water,steal someone else's ticket,make cat noises at him until he leaves,take a detour at the next exit,refuse to drive her,light a fire under the car,,blame it on the maid of honor,get another job,,,,leave her dogs with him
100,437,TRUE,R_1rjEkS6RCjdjNqG,19,1,,0,0,,0,,0,10,0,0,69,,,82,90,,,43,Other,White / Caucasian,,High School or equivalent,Rung 2,go on strike for better wages,reschedule for a later flight,,pull the fire alarm,hypnotize the teacher,,give her ticket to Ted,,pull over and call 911,take her to his house but no further,slash the tires,hide the knife in someone else's bag,borrow their mom’s wedding ring,,,hike until she finds cell service,call his lawyer,
100,209,TRUE,R_10D7IKE1qlns3al,69,,9,81,65,,87,,53,51,26,59,73,87,,94,,,,42,Male,Black / African American,,Some College,Rung 3,commit credit card fraud,,overcharge the next customers,pay for a day-pass to the gym,quickly try to redo the assignment,,give her ticket to Ted,,tailgate the car,turn invisible,slash the tires,store the knife in an airport locker,borrow their mom’s wedding ring,check in on his father daily,,hike until she finds cell service,,
100,670,TRUE,R_UMdxJpsVntp1Rzb,,,0,0,0,0,0,51,,50,,0,0,100,0,,100,,,36,Female,Black / African American,,College Graduate (4 year),Rung 4,,,pay the money from his own wallet,pull the fire alarm,copy a friend's assignment,throw away all of the food,steal someone else's ticket,tackle him and hold him down,,take her to his house but no further,,threaten security with the knife,blame it on the maid of honor,check in on his father daily,throw disobedient passengers off the boat,,lock up the store,
100,327,TRUE,R_1LTN9fzEj5XIoQu,50,80,4,9,,0,,0,15,,5,,,,0,0,1,1,,58,Other,White / Caucasian,,Some College,Rung 2,take out a loan,take a public bus,sell one of his kidneys,crawl past the front desk,,steal all of the food and water,,make cat noises at him until he leaves,pull over and call 911,,pour water on the car to cool it,,,,sell all the food to the highest bidder,get her arm stuck in solidarity,tell his lawyer that he’s sick,carry her competitor on her sled
100,372,TRUE,R_2qyeiPPjq28CqBE,100,80,,40,90,,0,90,,10,40,80,50,30,,,80,,,37,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,switch insurance plans,demand that the airline delays the flight,,crawl past the front desk,bring in the assignment the next day,,pretend they are conjoined twins,read his mind,,steal whatever she has on her,slash the tires,store the knife in an airport locker,borrow their mom’s wedding ring,move into his father’s apartment,,,stage a break-in at the store,
100,431,TRUE,R_1FPKISeI2iR124U,,,50,,0,0,0,80,0,0,100,0,,,0,0,,0,,59,Female,White / Caucasian,,High School or equivalent,Rung 4,,,get an advance payday loan,,hypnotize the teacher,throw away all of the food,try to buy a ticket off another person,wave to the parents,ram into the car,steal whatever she has on her,call emergency services,pretend the knife is part of a hip replacement,,,serve engine fuel to the passengers,saw Todd’s arm off,,carry her competitor on her sled
100,262,TRUE,R_2rpck7diBfmivbf,,0,0,10,0,95,60,76,,,63,95,,,94,,50,10,,23,Male,Hispanic / Latino,,College Graduate (4 year),Rung 4,,steal a passing driver's car,stage a robbery,lie that she left her card inside,lie that her house burnt down,search for a water source,try to buy a ticket off another person,keep an eye on him,,,check that the doors are locked,take a train instead,,,request supplies to be airdropped,,call his lawyer,call for help
100,214,TRUE,R_1Echn4MvehSoMMG,87,88,100,0,0,0,,0,0,0,,,,0,0,0,,,,37,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,start a fundraiser,take a public bus,pay the money from his own wallet,crawl past the front desk,call her mom,throw away all of the food,,read his mind,honk an angry message in Morse code,refuse to drive her,,,,buy his father a tent,throw disobedient passengers off the boat,saw Todd’s arm off,,
100,582,TRUE,R_2YEpHWmDGEmtFiC,100,0,,,0,100,0,0,0,0,0,50,,,,0,70,,,30,Male,Black / African American,,College Graduate (4 year),Rung 5,switch insurance plans,try to convince a passing driver to trade cars,,,lie that her house burnt down,search for a water source,teleport into the concert,read his mind,ram into the car,yell in gibberish until she leaves,ask to use the mall's loudspeaker,store the knife in an airport locker,,,,give Todd her water,leave the store unattended,
100,314,TRUE,R_2vY3CkCX6mVT5hz,84,100,96,,,81,,5,,5,25,0,,25,0,,4,0,,50,Male,White / Caucasian,,Master's Degree (MS),Rung 4,take out a loan,call a taxi,explain the situation to his boss,,,collect wood to start a fire,,tackle him and hold him down,,take her to his house but no further,call emergency services,threaten security with the knife,,get another job,throw disobedient passengers off the boat,,lock up the store,hide him in the snow
100,691,TRUE,R_3ReC4VKgtPYGOm1,,,5,35,,0,58,40,0,,40,15,,3,85,45,,0,,43,Female,Hispanic / Latino,,College Graduate (4 year),Rung 5,,,sell one of his kidneys,lie that she left her card inside,,boost morale with a three-legged race,teleport into the concert,make cat noises at him until he leaves,ram into the car,,check that the doors are locked,pretend the knife is part of a hip replacement,,abandon his father,request supplies to be airdropped,saw Todd’s arm off,,leave her dogs with him
100,284,TRUE,R_3nxCObB99btxkpF,0,0,0,0,1,0,,0,1,6,,,,0,0,5,,,,58,Male,White / Caucasian,,High School or equivalent,Rung 5,go on strike for better wages,steal a passing driver's car,get an advance payday loan,pull the fire alarm,call her mom,throw away all of the food,,make cat noises at him until he leaves,take a detour at the next exit,call her a cab,,,,pitch his situation to a reality TV network,sell all the food to the highest bidder,give Todd her water,,
100,480,TRUE,R_2lUcT3wa2bQezFn,,10,0,15,50,15,,10,,0,,0,0,,0,5,15,,,65,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,demand that the airline delays the flight,stage a robbery,pay for a day-pass to the gym,bring in the assignment the next day,huddle to conserve energy,,wave to the parents,,steal whatever she has on her,,hide the knife in someone else's bag,blame it on the maid of honor,,organize a fishing crew,give Todd her water,ask a friend to take over,
100,263,TRUE,R_24OETNLQpSC1DgW,100,,,100,,,0,52,,,100,0,21,100,100,50,88,0,,44,Female,White / Caucasian,,Some College,Rung 7,start a fundraiser,,,pay for a day-pass to the gym,,,give her ticket to Ted,tackle him and hold him down,,,check that the doors are locked,threaten security with the knife,borrow their mom’s wedding ring,check in on his father daily,ration their food,give Todd her water,lock up the store,leave her dogs with him
100,256,TRUE,R_25FVWUPpWnMpPvy,,0,,0,61,80,10,100,0,,0,0,0,100,40,,,,,26,Male,Hispanic / Latino,,Some College,Rung 3,,try to convince a passing driver to trade cars,,lie that she left her card inside,quickly try to redo the assignment,search for a water source,try to buy a ticket off another person,ask the parents if they know him,honk an angry message in Morse code,,light a fire under the car,take a train instead,steal someone else’s ring,check in on his father daily,ration their food,,,
100,307,TRUE,R_DS6iFvLuCsiJYAx,0,9,0,0,,,84,,0,1,,,100,34,,0,1,0,,67,Female,White / Caucasian,,College Graduate (4 year),Rung 6,go on strike for better wages,call a taxi,stage a robbery,lie that she left her card inside,,,go without Ted,,take a detour at the next exit,yell in gibberish until she leaves,,,tell his sister as soon as possible,move into his father’s apartment,,saw Todd’s arm off,ask a friend to take over,carry her competitor on her sled
100,1297,TRUE,R_2YV1WLXzOt8gv7g,90,,,,80,72,20,0,,,50,10,10,0,90,80,0,,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 5,take out a loan,,,,bring in the assignment the next day,huddle to conserve energy,give her ticket to Ted,read his mind,,,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,run away,abandon his father,request supplies to be airdropped,hike until she finds cell service,call his lawyer,
100,229,TRUE,R_XLGLZBeaWEK7THj,,95,0,,,25,75,,,0,0,90,,0,0,40,1,100,,34,Female,White / Caucasian,,Some College,Rung 3,,call a taxi,overcharge the next customers,,,collect wood to start a fire,teleport into the concert,,,yell in gibberish until she leaves,pour water on the car to cool it,ask to check the knife,,abandon his father,sell all the food to the highest bidder,leave Todd to save herself,tell his lawyer that he’s sick,finish the race
100,246,TRUE,R_1M5kDC8yOqpNb8O,64,0,,,82,73,59,43,95,0,0,,,,,0,0,60,,30,Female,White / Caucasian,,Some College,Rung 5,switch insurance plans,demand that the airline delays the flight,,,bring in the assignment the next day,steal all of the food and water,try to buy a ticket off another person,ask the parents if they know him,pull over and call 911,turn invisible,slash the tires,,,,,get her arm stuck in solidarity,stage a break-in at the store,call for help
100,532,TRUE,R_3plsOVgzZUP41jf,,,44,30,0,19,0,16,9,,,0,0,5,,1,0,,,63,Male,White / Caucasian,,Some College,Rung 2,,,explain the situation to his boss,renew her membership,hypnotize the teacher,huddle to conserve energy,go without Ted,keep an eye on him,pull over and call 911,,,hide the knife in someone else's bag,steal someone else’s ring,move into his father’s apartment,,get her arm stuck in solidarity,stage a break-in at the store,
100,401,TRUE,R_1pROVrq738iCkgl,65,98,0,65,10,100,,100,65,0,,,,0,90,2,,,,41,Male,White / Caucasian,,Some College,Rung 5,take out a loan,take a public bus,sell one of his kidneys,pay for a day-pass to the gym,copy a friend's assignment,huddle to conserve energy,,tackle him and hold him down,honk at the driver until they pull over,steal whatever she has on her,,,,abandon his father,ration their food,yell at Todd for getting stuck,,
100,306,TRUE,R_1QGkmHTRuL0LwBK,50,100,10,,,,0,100,0,50,,,0,0,,50,51,0,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 3,go on strike for better wages,reschedule for a later flight,pay the money from his own wallet,,,,steal someone else's ticket,ask the parents if they know him,ram into the car,call her a cab,,,run away,pitch his situation to a reality TV network,,hike until she finds cell service,leave the store unattended,steal his dogs for extra speed
100,414,TRUE,R_1joLadZsaesfwb9,,,,,,0,0,0,,0,0,0,40,0,0,20,0,0,,37,Male,White / Caucasian,,Some College,Rung 2,,,,,,huddle to conserve energy,go without Ted,make cat noises at him until he leaves,,call her a cab,call emergency services,take a train instead,call the taxi company,get another job,serve engine fuel to the passengers,hike until she finds cell service,lock up the store,call for help
100,346,TRUE,R_1geJ4k0vABKbDtx,,,20,55,20,,,70,85,25,,,10,65,5,0,10,5,,34,Male,White / Caucasian,,Master's Degree (MS),Rung 8,,,get an advance payday loan,lie that she left her card inside,copy a friend's assignment,,,read his mind,pull over and call 911,call her a cab,,,steal someone else’s ring,check in on his father daily,throw disobedient passengers off the boat,get her arm stuck in solidarity,call his lawyer,steal his dogs for extra speed
100,490,TRUE,R_1FnNFDkWvgyoWTI,,0,85,,0,0,0,,0,0,0,50,0,,,,0,0,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,try to convince a passing driver to trade cars,explain the situation to his boss,,hypnotize the teacher,steal all of the food and water,steal someone else's ticket,,tailgate the car,take her to his house but no further,slash the tires,ask to check the knife,steal someone else’s ring,,,,leave the store unattended,finish the race
100,1106,TRUE,R_XSzZJ04N0nQpGMx,20,100,,0,0,0,0,0,10,,,0,,,,60,30,40,,33,Female,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,reschedule for a later flight,,pull the fire alarm,lie that her house burnt down,steal all of the food and water,teleport into the concert,read his mind,honk an angry message in Morse code,,,hide the knife in someone else's bag,,,,hike until she finds cell service,tell his lawyer that he’s sick,hide him in the snow
100,172,TRUE,R_2sfzT3NmblNUq2J,14,0,0,,,39,37,26,0,0,0,,,0,0,,100,,,31,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,commit credit card fraud,try to convince a passing driver to trade cars,stage a robbery,,,collect wood to start a fire,try to buy a ticket off another person,keep an eye on him,tailgate the car,turn invisible,light a fire under the car,,,move into his father’s apartment,throw disobedient passengers off the boat,,call his lawyer,
100,488,TRUE,R_1lyidfapW240H6I,100,41,0,100,30,,88,,0,,0,100,3,,,,0,33,,27,Male,White / Caucasian,,High School or equivalent,Rung 7,search for the medication on the black market,reschedule for a later flight,get an advance payday loan,borrow someone's phone,copy a friend's assignment,,give her ticket to Ted,,ram into the car,,pour water on the car to cool it,store the knife in an airport locker,blame it on the maid of honor,,,,lock up the store,steal his dogs for extra speed
100,900,TRUE,R_1n9hAfhGKk4aQgf,10,60,,0,0,,0,,90,0,80,,100,,20,30,,0,,39,Male,White / Caucasian,,High School or equivalent,Rung 5,commit credit card fraud,demand that the airline delays the flight,,pull the fire alarm,lie that her house burnt down,,pretend they are conjoined twins,,honk at the driver until they pull over,yell in gibberish until she leaves,check that the doors are locked,,call the taxi company,,request supplies to be airdropped,give Todd her water,,carry her competitor on her sled
100,437,TRUE,R_10q5X07S2XJ5xag,0,,,0,0,100,0,50,0,100,,,100,0,25,,,100,,41,Male,Other,Mixed White/Asian,Some College,Rung 2,commit credit card fraud,,,lie that she left her card inside,copy a friend's assignment,search for a water source,give her ticket to Ted,wave to the parents,honk an angry message in Morse code,refuse to drive her,,,call the taxi company,buy his father a tent,organize a fishing crew,,,finish the race
100,387,TRUE,R_2BaGWw1B7zz9sxm,,,67,39,0,,100,26,,49,,100,25,29,44,,100,0,,29,Female,White / Caucasian,,Some College,Rung 2,,,sell one of his kidneys,renew her membership,lie that her house burnt down,,teleport into the concert,read his mind,,call her a cab,,store the knife in an airport locker,run away,pitch his situation to a reality TV network,throw disobedient passengers off the boat,,call his lawyer,call for help
100,385,TRUE,R_2zJeNbwzt78rJRO,100,21,40,59,57,,,,92,,57,100,100,63,,40,,20,,28,Female,White / Caucasian,,High School or equivalent,Rung 2,start a fundraiser,steal a passing driver's car,overcharge the next customers,pull the fire alarm,call her mom,,,,honk at the driver until they pull over,,pour water on the car to cool it,ask to check the knife,borrow their mom’s wedding ring,get another job,,yell at Todd for getting stuck,,call for help
100,439,TRUE,R_27BsIdB1bzPNx12,,,84,0,,0,0,0,61,0,,0,0,57,0,0,,,,28,Male,White / Caucasian,,High School or equivalent,Rung 2,,,explain the situation to his boss,borrow someone's phone,,boost morale with a three-legged race,steal someone else's ticket,make cat noises at him until he leaves,take a detour at the next exit,refuse to drive her,,threaten security with the knife,steal someone else’s ring,check in on his father daily,organize a fishing crew,get her arm stuck in solidarity,,
100,322,TRUE,R_2CKxKJDpT0zNHD4,10,70,,3,60,80,,,,,100,50,80,,0,3,90,19,,53,Male,White / Caucasian,,High School or equivalent,Rung 4,search for the medication on the black market,call a taxi,,pull the fire alarm,copy a friend's assignment,boost morale with a three-legged race,,,,,check that the doors are locked,threaten security with the knife,call the taxi company,,serve engine fuel to the passengers,saw Todd’s arm off,tell his lawyer that he’s sick,leave her dogs with him
