Progress,Duration (in seconds),Finished,ResponseId,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,S7-FR_4,S7-FR_5,S7-FR_6,S7-FR_7,S7-FR_8,S7FRtime_First Click,S7FRtime_Last Click,S7FRtime_Page Submit,S7FRtime_Click Count,S7A1_7,S7A1_8,S7A1_9,S7A2_7,S7A2_8,S7A2_9,S7A3_7,S7A3_8,S7A3_9,S7A4_7,S7A4_8,S7A4_9,S7A5_7,S7A5_8,S7A5_9,S8-FR_4,S8-FR_5,S8-FR_6,S8-FR_7,S8-FR_8,S8FRtime_First Click,S8FRtime_Last Click,S8FRtime_Page Submit,S8FRtime_Click Count,S8A1_4,S8A1_5,S8A1_6,S8A2_4,S8A2_5,S8A2_6,S8A3_4,S8A3_5,S8A3_6,S8A4_4,S8A4_5,S8A4_6,S8A5_4,S8A5_5,S8A5_6,S9-FR_4,S9-FR_5,S9-FR_6,S9-FR_7,S9-FR_8,S9FRtime_First Click,S9FRtime_Last Click,S9FRtime_Page Submit,S9FRtime_Click Count,S9A1_4,S9A1_5,S9A1_6,S9A2_4,S9A2_5,S9A2_6,S9A3_4,S9A3_5,S9A3_6,S9A4_4,S9A4_5,S9A4_6,S9A5_4,S9A5_5,S9A5_6,S10-FR_4,S10-FR_5,S10-FR_6,S10-FR_7,S10-FR_8,S10FRtime_First Click,S10FRtime_Last Click,S10FRtime_Page Submit,S10FRtime_Click Count,S10A1_4,S10A1_5,S10A1_6,S10A2_4,S10A2_5,S10A2_6,S10A3_4,S10A3_5,S10A3_6,S10A4_4,S10A4_5,S10A4_6,S10A5_4,S10A5_5,S10A5_6,S11-FR_4,S11-FR_5,S11-FR_6,S11-FR_7,S11-FR_8,S11FRtime_First Click,S11FRtime_Last Click,S11FRtime_Page Submit,S11FRtime_Click Count,S11A1_4,S11A1_5,S11A1_6,S11A2_4,S11A2_5,S11A2_6,S11A3_4,S11A3_5,S11A3_6,S11A4_4,S11A4_5,S11A4_6,S11A5_4,S11A5_5,S11A5_6,S12-FR_4,S12-FR_5,S12-FR_6,S12-FR_7,S12-FR_8,S12FRtime_First Click,S12FRtime_Last Click,S12FRtime_Page Submit,S12FRtime_Click Count,S12A1_4,S12A1_5,S12A1_6,S12A2_4,S12A2_5,S12A2_6,S12A3_4,S12A3_5,S12A3_6,S12A4_4,S12A4_5,S12A4_6,S12A5_4,S12A5_5,S12A5_6,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRTime_First Click,S13FRTime_Last Click,S13FRTime_Page Submit,S13FRTime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRTime_First Click,S14FRTime_Last Click,S14FRTime_Page Submit,S14FRTime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRTime_First Click,S15FRTime_Last Click,S15FRTime_Page Submit,S15FRTime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRTime_First Click,S16FRTime_Last Click,S16FRTime_Page Submit,S16FRTime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRTime_First Click,S17FRTime_Last Click,S17FRTime_Page Submit,S17FRTime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRTime_First Click,S18FRTime_Last Click,S18FRTime_Page Submit,S18FRTime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
100,4869,TRUE,R_2VaT47o2s26mqXh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,check the cameras,tell his maneger asap,never freak out,insist back on the cameras,sue if there is no cameras,1.468,645.098,663.383,8,89,78,68,62,74,53,44,50,40,42,63,29,39,45,77,nope not my fault,see need more,money back,walking out ,arrested,0.704,141.833,148.006,5,57,38,50,54,47,58,35,58,45,40,56,51,41,41,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,so mad,dissipointed stressed ,give him the money ,sneak in,cry,50.467,182.486,193.903,5,59,40,38,41,44,54,50,35,36,30,47,47,34,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not go back,take charge of his life,understand his self worth,balance out what means the most.,stay optimistic,2.091,1945.292,1971.639,6,67,40,54,38,45,71,67,39,52,61,73,55,51,76,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes ,keep pulling,rather lose a finger then my life,there see just a finger,not my life,21.674,167.97,175.49,6,48,53,34,27,51,35,51,35,52,28,43,34,42,49,40,,,,,,,,,,,,,,,,,,,,,,,,,keep smoking ,not my issue,easy win,not ok,cancer,0.983,411.889,420.76,7,56,43,40,69,54,63,46,53,65,63,50,57,42,54,43,,32,Male,Black / African American,,Some College,Rung 6
100,487,TRUE,R_2as2rvPq4kPqdBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Brad Pitt is a well-known actor thanks to his roles in the ""Ocean's"" franchise", There are some things fans might , After failing to make the basketball team at his middle school,No,No,5.236,17.516,47.339,3,83,99,93,92,86,97,97,99,91,92,100,95,99,88,93, I believe there are many ways for this venture to evolve, The community can become a place for the international community to support female,No,"Darya Henig, Shaked, Founder of WeAct Ventures spoke with us about advice for entrepreneurs.",No,6.412,42.019,55.783,3,82,100,89,91,79,98,98,89,94,84,97,91,97,100,100,,,,,,,,,,,,,,,,,,,,,,,,,Raise your voice, Share the workload,No,No,No,15.976,23.612,29.411,3,90,80,93,81,96,89,92,100,88,96,95,100,91,99,97,,,,,,,,,,,,,,,,,,,,,,,,, Girardi stands accused of using money from a client trust account ,his old law firm Girardi & Keese to purchase the jewelry.,. A fortune squandered on bling. ,"When the new RHOBH trailer dropped, it alleged that Erika might be using alcohol", Real Housewives Of Beverly Hills Star Erika Jayne And Tom,0.174,60.143,60.88,6,78,95,90,88,98,91,95,90,93,98,88,92,91,96,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"He says we shouldn't do any better, in their place",No," just as if one could reason from them to us, you know.",No,The bill will ensure that the educational needs of girls and women,15.024,15.024,40.012,1,74,98,89,94,85,90,87,97,95,99,88,92,81,99,88,,,,,,,,,,,,,,,,,,,,,,,,,NA,No,No,NA,No,1.309,1.309,10.683,1,74,96,90,87,99,95,99,90,93,92,100,99,97,87,90,,37,Female,White / Caucasian,,Doctoral Degree (PhD),Rung 9
100,845,TRUE,R_bPdxCUP67cbsjtv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,explain the problem to the manager,re-calculate the funds,talk to his staff about the problem,feign ignorance about it,call the police to report a robbery,0.964,0.964,61.78,1,91,92,92,81,90,90,86,91,91,36,50,24,80,91,85,talk to the front desk and let them know about her friend,see if anyone else can let their friend know,go back to the office and call her friend,wait for her friend and explain the situation,bum rush the front desk and find her friend,0.994,123.292,151.899,3,92,91,91,91,90,82,85,92,86,86,92,91,8,9,7,try to complete the homework as soon as they can,show the teacher what happened and ask for a makeup/extension,do nothing,skip school,take someone else's homework,0.846,7.746,102.225,2,91,91,91,91,90,90,81,92,83,8,7,8,9,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,check on the driver in front,slow down to avoid the driver,take a different route,call chuck and see if it is the driver in front,call 911 to notify them of a erratic driver,0.998,0.998,88.899,1,85,89,90,91,91,92,91,92,93,73,91,66,37,62,24,,,,,,,,,,,,,,,,,,,,,,,,,ignore the problem,wait for the owner,call 911,pick the lock and get the dog out,smash the window and get the dog out,1.14,83.283,91.877,7,90,55,91,74,91,55,54,70,44,19,11,12,19,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,find water,find help,find a place to make a call,find a slipper substance for Todd's finger to slip out easier,smash the crevice around Todd's finger,19.121,109.994,116.344,12,90,80,89,84,85,86,79,86,86,66,91,55,66,92,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6
100,1948,TRUE,R_1JOSPfZzUzGuLmO,,,,,,,,,,,,,,,,,,,,,,,,,walk to the airport,stand outside the car and try to flag down another driver for the ride,walk to the nearest house if he can find one and use their phone,miss the flight...it's out of his hands,start walking to try and get cell service so he can call for help,1.041,49.922,81.009,4,8,92,65,85,100,100,60,100,89,100,50,100,73,85,100,,,,,,,,,,,,,,,,,,,,,,,,,Ask the receptionist to page the friend,"Borrow money from the friend, once she gets a hold of them",Leave and apologize later,Throw a tantrum and Karen her way to the manager,Cry and gain the sympathy of the receptionist,1.5,29.198,58.616,2,100,100,100,72,50,86,63,77,91,12,0,8,6,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go home for the ticket (and miss most of the concert),give Ted her ticket,try to buy a ticket off someone outside the venue,talk to the ticket people and show proof he paid for the ticket,go somewhere else to celebrate Ted's bday,747.03,827.907,833.413,5,31,74,58,50,100,83,79,75,91,100,100,100,72,100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,give the friend a ride,refuse but give the friend enough money for a taxi/uber,give the friend a ride but complain the entire time,lie and say his house is in the opposite direction and he can't,make up an emergency and leave,0.801,0.801,62.941,1,75,100,100,60,64,94,39,13,48,52,35,77,56,32,85,,,,,,,,,,,,,,,,,,,,,,,,,step out of line and dispose of the knife,try to sneak the knife through security anyway,"lie and say stuff like ""I have NO idea how that got here!!""",stab the security guard with it and try to escape,accept the fine when it is given,1.137,1.137,56.15,1,100,100,100,68,50,83,50,22,51,1,0,0,50,50,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hitch up her sled and go so she has a head start,sit next to him and take a smoke break also,sabotage his sled when he's busy smoking,ask why he's smoking,make friendly conversation,0.815,483.701,490.022,5,100,100,100,21,50,69,22,0,4,24,50,76,39,83,69,,36,Other,Asian / Pacific Islander,,Vocational/Technical School (2 year),Rung 2
100,472,TRUE,R_2sb5dqBAHeuJ36q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,take money from his own pocket,blame an employee,say he was robbed,be honest about the mistake,"""forget"" that his manager is coming and leave early",1.66,33.011,33.345,2,28,100,82,23,0,13,7,7,5,86,100,100,37,27,45,pay the gym ,go to the office to get her phone,go home,ask them to tell her friend,run past them into the building,5.517,5.517,43.425,1,84,100,100,59,100,99,35,85,93,87,100,84,5,0,3,tell the teacher what happened,ask for an extension,ask to copy off a classmate,say she didn't do it,show the teacher her backpack,1.218,33.599,33.94,2,100,100,100,78,100,93,5,36,40,4,70,82,100,83,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,give his friend a ride,offer to call her a cab,tell her no,tell her hes going the other direction,tell her the bus schedule,1.532,21.948,56.32,2,100,100,91,34,76,64,15,56,78,50,23,33,16,71,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be honest in losing it,call the cab driver,cry,apologize for losing the ring,offer to pay for it,1.31,24.102,28.695,2,100,100,100,100,100,100,28,71,87,100,100,100,79,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wait for his boss,clock out early,call his boss and explain,ask a coworker to cover for him,quit,0.991,0.991,29.398,1,100,100,100,35,65,56,15,100,84,63,100,100,3,63,44,,,,,,,,,,,,,,,,,,,,,,,,,,28,Female,White / Caucasian,,High School or equivalent,Rung 3
100,821,TRUE,R_3EGddBxdNQWzOBF,,,,,,,,,,,,,,,,,,,,,,,,,try to fix the car himself,walk towards the airport,wait till someone drives by,give up on the trip,hitch hike ,17.7,18.463,69.802,2,95,53,93,98,82,89,82,60,86,39,73,17,79,64,88,Look for the money,Lock the doors,Confront his co workers,put in money from wallet,Tell the manager,2.899,27.392,72.256,2,100,55,100,63,27,78,98,15,95,5,39,2,60,90,57,,,,,,,,,,,,,,,,,,,,,,,,,Make a excuse,ask to redo the homwework,tell the teacher,ask friends for help,give up,2.366,2.366,57.898,1,68,6,79,76,90,100,92,100,80,100,82,100,22,8,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive his childhood friend,Give the childhood friend bus money,Decline saying its too out of the way,Ask for gas money,ignore the request,17.507,17.507,88.536,1,100,100,94,21,35,20,36,6,68,22,7,74,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admit he lost the ring,call the taxi service,buy a new ring,run away from the situation ,ask to postpone the wedding,1.682,1.682,47.118,1,100,100,82,100,88,100,25,79,9,28,2,3,20,4,16,Let his father move in,hire a nurse,move the father in to a facility,Ignore the situation,take care of his father,2.515,2.515,79.432,1,83,100,94,57,14,68,81,7,67,3,1,2,59,82,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Male,Hispanic / Latino,,High School or equivalent,Rung 2
100,1031,TRUE,R_1g7P5fUt4811QF6,steal it,order it illegally,don't buy it,let the dog die,steal money,8.478,8.478,68.045,1,16,11,8,10,8,8,23,15,13,5,4,3,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,build a fire,look for food,use a cell phone to call for help,build shelter,look for something sharp,11.702,31.335,42.427,2,56,61,67,76,77,74,85,85,85,79,86,82,59,82,82,give him her ticket,leave him outside,sneak him in,take him home,not go to the concert,45.159,45.159,75.543,1,55,71,77,7,6,7,39,59,62,18,74,74,47,75,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,step out of line,tell security,throw it away,hide it somewhere,leave it there,10.051,10.051,63.835,1,57,66,62,68,68,70,42,45,47,58,38,35,40,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call them,ask for some help,ask a coworker to take over,close the store,go ahead and leave,2.04,2.04,59.528,1,63,76,69,65,77,79,77,79,80,49,56,50,40,38,39,ask her to stop,punch her,take her cigarette away,tell authorities,leave the race,416.957,416.957,433.459,1,75,78,81,9,7,8,30,13,15,57,70,74,13,55,62,,34,Male,White / Caucasian,,College Graduate (4 year),Rung 4
100,634,TRUE,R_3qCL7EKwkeHQXZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,count the register again,look around for money,double check all receipts,explain to the manager,do some investigation,46.534,46.534,84.129,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,explain to the teacher,redo the homework,run away,ditch class,turn in the remains of the paper,1.948,11.704,49.749,8,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tell the family,talk to the teenager,stop the teenager,yell at the family,yell at the teenager,12.075,12.075,54.201,1,100,100,100,80,100,100,80,80,80,100,100,100,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,give the friend a ride to the city,give the friend a ride to the house,call an uber,call a lyft,say no,5.38,9.756,79.736,3,100,100,100,90,90,90,0,0,0,0,0,0,0,0,0,if the dog looks distressed call 911,"if the dog looks ok, hang around to make sure someone whos up ",go inside the store and tell management,find security or police,break the window,8.959,57.449,83.965,2,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wait until 7 am,call the owner,text the owner,call another employee,text another employee,10.222,10.222,38.834,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,White / Caucasian,,Some College,Rung 5
100,681,TRUE,R_Uc0rRZU0Ozrnt3X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She could ask the gym if they could let her know.,She could leave and go get her phone and call her friend.,She could leave and not call her friend.,She could start waving her arms everyone to try to get her attention.,She could sneak in when someone else is not looking.,8.679,8.679,54.144,1,70,100,100,50,100,100,10,0,0,0,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,They could huddle together until help comes.,They could try and use the natural resources to survive.,They could continue walking in the way of the town.,They could lay down and give up.,They could use a phone or compass to find their way out.,11.447,11.447,63.908,1,30,60,50,50,100,60,71,100,100,0,0,0,40,100,100,He could return home to get the ticket.,He could sneak into the concert without a ticket.,He could ask if anyone has an extra ticket they aren't using.,He could start panicking and scream he doesnt have a ticket.,He could give up and go home.,8.373,63.357,69.138,3,20,100,51,0,0,0,50,100,100,20,0,0,40,100,30,,,,,,,,,,,,,,,,,,,,,,,,,He could call Eamon and see if it his him.,He could call the police and tell him he is concerned about the driver in front of him.,He could back off the vehicle.,He could check some other parts of the vehicle to see if it is his friend.,He could go home and leave it alone.,8.66,8.66,60.065,1,91,100,100,60,100,100,40,100,100,50,70,70,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He should tell the bride and groom what happened.,He could leave the wedding and go get them.,He could call the taxi driver and see if the rings are with him.,He could start panicking and scream.,He could take the ring off someone else and give it to them.,0.991,17.151,71.426,3,70,100,100,40,20,20,50,70,80,10,0,0,0,0,0,He could put his father in a home.,He could hire an in home nurse.,He could move his father in with him.,He could ignore his father altogether.,He could get his sibling to take care of his father.,5.253,5.253,40.169,1,100,80,100,61,100,100,20,100,100,11,0,0,20,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,White / Caucasian,,Some College,Rung 5
100,789,TRUE,R_3Lbs5dBCikI7bU0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dont turn anything in,tell your teacher,skip class,do the homework late,idk,1.171,58.146,61.631,11,50,50,50,50,100,100,20,50,50,50,70,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,play around too,call chuck and verify,get some distance between him and the crazy swerving car,get closer and see if its him or not,idk i literally cant ever come up with a fifth option so maybe remove it?,1.846,95.134,118.501,7,25,20,26,50,100,75,50,100,100,50,100,75,0,0,0,say no and go home,say yes,charge her as compromise,buy her an uber,idk,1.293,54.599,69.374,8,50,25,50,50,100,100,25,15,15,35,60,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,throw it away,try to hide it,act like he didnt know it was illegal,leave it somewhere if the tsa notices they cant tell what bag its from and you can play another law abiding citizen as they scratch their heads,like what else do you want me to say honestly the last one was a stretch. fuck off,0.938,87.108,117.972,5,50,50,50,50,50,50,50,35,35,30,25,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave,wait,call his boss,call another employee,REMOVE THE FIFTH OPTION BITCH IDK!!!!!!!!!,2.769,28.466,42.915,5,50,100,100,50,100,50,100,100,100,50,75,75,0,0,0,just keep racing bitch tf???,smoke with him is that what you want me to say??? who cares if someone took a smoke break,na,na,na,0.778,57.357,59.379,6,100,100,100,0,75,75,0,0,0,0,0,0,0,0,0,,19,Female,White / Caucasian,,Some College,Rung 1 (Bottom Rung)
100,667,TRUE,R_24uEUDs5WN5llcB,ask the vet for a payment plan,ask friends for a loan,ask family for a loan,sell some items to get the money,do nothing,12.224,12.224,56.343,1,100,100,100,82,100,100,83,100,100,100,100,100,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see if he has cell service,get his bearings ,keep going down the mountain to find the town.,find shelter if it's getting dark,keep moving to stay warm.,18.594,49.429,92.265,14,100,100,100,100,100,100,100,100,100,93,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,yell at the kid,yell for the family,get up and stop the kid,get up and get the family,do nothing.,10.158,10.158,33.602,1,100,100,100,100,100,100,96,100,100,100,100,100,7,1,1,honk to get the drivers attention,flash lights to get the drivers attention,slow down,go around,call his friend to see if it's him,12.876,12.876,51.57,1,100,100,100,100,100,100,88,100,100,51,100,100,58,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invite his father to live with him,get his father to an assisted living place,take his father on a trip of a lifetime to bond,do nothing,put him in a terrible nursing home,5.438,5.438,66.675,1,100,100,100,100,100,100,65,100,90,1,1,1,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,just keep walking past.,focus more on winning.,mush those dogs onward,imagine that she's already won the race.,chuckle to herself.,13.678,13.678,71.328,1,100,100,100,100,100,100,100,100,100,72,100,100,53,88,100,,43,Female,White / Caucasian,,Some College,Rung 3
