"","context_group","groupText","context","id","answer","text","group","value"
"4305","18_4","stop and help",18,210,2,"stop and all for help",4,84.3333333333333
"4306","18_4","stop and help",18,213,2,"She could try and wake him up",4,100
"4307","18_4","stop and help",18,214,2,"Stop and Help",4,83.3333333333333
"4308","18_4","stop and help",18,216,2,"Try to wake the person",4,100
"4309","18_4","stop and help",18,219,2,"Try to wake him",4,100
"4310","18_4","stop and help",18,220,2,"Stop and help",4,100
"4311","18_4","stop and help",18,223,2,"She could stop and give aid.",4,100
"4312","18_4","stop and help",18,224,2,"Help him and start gofundme for college",4,66.3333333333333
"4313","18_4","stop and help",18,225,2,"Stop and call for help",4,97.6666666666667
"4314","18_4","stop and help",18,233,2,"She could stop and help",4,100
"4315","18_4","stop and help",18,235,2,"She could stop and assist her competitior.",4,97
"4316","18_4","stop and help",18,237,2,"try to help the competitior",4,89.6666666666667
"4317","18_4","stop and help",18,238,2,"Stop and call for help",4,85.6666666666667
"4318","18_4","stop and help",18,243,2,"stop and assist",4,100
"4319","18_4","stop and help",18,252,2,"Help her competitor ",4,80
"4320","18_4","stop and help",18,254,2,"Stop and help her competitors",4,85.3333333333333
"4321","18_4","stop and help",18,255,2,"stop and help",4,80
"4322","18_4","stop and help",18,261,2,"Stop and help him",4,73.3333333333333
"4323","18_4","stop and help",18,264,2,"Stop and check on him",4,100
"4324","18_4","stop and help",18,266,2,"Offer aid.",4,100
"4325","18_4","stop and help",18,296,2,"Stop and attend to him immediately.",4,86.6666666666667
"4326","18_4","stop and help",18,297,2,"tend his wounds",4,57.6666666666667
"4327","18_4","stop and help",18,300,2,"try to revive the person",4,88.3333333333333
"4328","18_4","stop and help",18,302,2,"Stop to help",4,48.6666666666667
"4329","18_4","stop and help",18,310,2,"Stop and try to give first aid",4,81.6666666666667
"4330","18_4","stop and help",18,311,2,"stop and try to help them",4,89
"4331","18_4","stop and help",18,209,3,"stop and help",4,85.6666666666667
"4332","18_4","stop and help",18,224,3,"Help him and lose the race",4,88.3333333333333
"4333","18_4","stop and help",18,244,3,"Try to get dogs to surround him to keep him warm.",4,94.3333333333333
"4334","18_4","stop and help",18,283,3,"Try to warm her competitor through body heat",4,45.6666666666667
"4335","18_4","stop and help",18,290,3,"get off her sled",4,99.6666666666667
"4336","18_4","stop and help",18,293,3,"Stop and help the unconscious competitor",4,96.6666666666667
"4337","18_4","stop and help",18,295,3,"Stop and help the other competitor",4,74.6666666666667
"4338","18_4","stop and help",18,211,4,"give first aid",4,100
"4339","18_4","stop and help",18,217,4,"Try to wake the man.",4,100
"4340","18_4","stop and help",18,225,4,"cover her competition with a blanket ",4,6.66666666666667
"4341","18_4","stop and help",18,234,4,"Attempt to wake him up so he can possibly continue",4,58.3333333333333
"4342","18_4","stop and help",18,236,4,"Give the competitor extra rations",4,48.3333333333333
"4343","18_4","stop and help",18,238,4,"stop and provide assistance",4,87.3333333333333
"4344","18_4","stop and help",18,243,4,"Stay with them",4,100
"4345","18_4","stop and help",18,274,4,"try to arouse competitor",4,100
"4346","18_4","stop and help",18,275,4,"try to wake him up",4,82.6666666666667
"4347","18_4","stop and help",18,290,4,"stop the race",4,100
"4348","18_4","stop and help",18,295,4,"Lose the race",4,26
"4349","18_4","stop and help",18,219,5,"Try to make him comfortable",4,100
"4350","18_4","stop and help",18,280,5,"Shania could help the competitor, and then demand the race be rescheduled.",4,33.3333333333333
"4351","18_4","stop and help",18,291,5,"Help person so they can sled on their own until help arrives or they go to nearest check point",4,35.6666666666667
"4352","18_4","stop and help",18,293,5,"Pull the guy out of the sled",4,88.3333333333333
"4353","18_4","stop and help",18,295,5,"Give up on the race and help the competitor to the closet exit for help.",4,51.6666666666667
"4354","18_4","stop and help",18,304,5,"forget the competition there will be more opportunities",4,81.6666666666667
"4355","18_4","stop and help",18,307,5,"help the person herself",4,96.6666666666667
"4356","18_4","stop and help",18,310,5,"Start a fire to warm up her competitor",4,81.6666666666667
"4357","1_5","don't get treatment",1,31,1,"Pull the plug",5,15
"4358","1_5","don't get treatment",1,71,1,"Try to get through the illness without the medicine",5,62
"4359","1_5","don't get treatment",1,90,1,"let her die",5,51.6666666666667
"4360","1_5","don't get treatment",1,6,2,"Accept fate and die",5,47.6666666666667
"4361","1_5","don't get treatment",1,64,2,"not get the medication",5,63
"4362","1_5","don't get treatment",1,92,2,"Not get the medication",5,30
"4363","1_5","don't get treatment",1,39,3,"Don't get the operation.",5,0
"4364","1_5","don't get treatment",1,68,3,"Not take medicine ",5,51.6666666666667
"4365","1_5","don't get treatment",1,81,3,"Just don't get the medicine.",5,12.3333333333333
"4366","1_5","don't get treatment",1,85,3,"Allow his wife to die.",5,30.3333333333333
"4367","1_5","don't get treatment",1,98,3,"he could wait till he has saved up enough",5,24
"4368","1_5","don't get treatment",1,103,3,"go without medication",5,27.3333333333333
"4369","1_5","don't get treatment",1,20,4,"go without the medication",5,80
"4370","1_5","don't get treatment",1,25,4,"Not get the treatment",5,22
"4371","1_5","don't get treatment",1,30,4,"let his wife die",5,9.66666666666667
"4372","1_5","don't get treatment",1,45,4,"let her get sicker",5,0.333333333333333
"4373","1_5","don't get treatment",1,62,4,"Ignore it",5,10
"4374","1_5","don't get treatment",1,64,4,"nothing",5,37.3333333333333
"4375","1_5","don't get treatment",1,76,4,"Allow his wife to go untreated",5,20.6666666666667
"4376","1_5","don't get treatment",1,94,4,"let his wife die",5,1.66666666666667
"4377","1_5","don't get treatment",1,98,4,"he could abandon his wife",5,2.33333333333333
"4378","1_5","don't get treatment",1,3,5,"Give up",5,1.66666666666667
"4379","1_5","don't get treatment",1,10,5,"Don't buy the medicine.",5,2.66666666666667
"4380","1_5","don't get treatment",1,11,5,"Don't do anything ",5,0.333333333333333
"4381","1_5","don't get treatment",1,18,5,"Heinz can give up and tell his wife she is on her own.",5,0.333333333333333
"4382","1_5","don't get treatment",1,21,5,"prepare for his wife to die",5,26.6666666666667
"4383","1_5","don't get treatment",1,24,5,"let her die",5,2
"4384","1_5","don't get treatment",1,34,5,"Go without the medicine.",5,40
"4385","1_5","don't get treatment",1,38,5,"Accept that they don't have enough money to pay for it and hope for the best.",5,83.3333333333333
"4386","1_5","don't get treatment",1,41,5,"go without",5,73.3333333333333
"4387","1_5","don't get treatment",1,65,5,"Let his wife suffer",5,8.33333333333333
"4388","1_5","don't get treatment",1,66,5,"Not get the treatment",5,1.66666666666667
"4389","1_5","don't get treatment",1,73,5,"Let her die",5,68.6666666666667
"4390","1_5","don't get treatment",1,77,5,"go without the medication",5,20.3333333333333
"4391","1_5","don't get treatment",1,86,5,"Heinz can do nothing.",5,2.66666666666667
"4392","1_5","don't get treatment",1,100,5,"Let her stay sick.",5,19
"4393","1_5","don't get treatment",1,104,5,"Hope for the best",5,100
"4394","2_5","miss/cancel trip",2,65,1,"Give up on the trip",5,63.3333333333333
"4395","2_5","miss/cancel trip",2,71,1,"Forget about the trip and go home",5,73
"4396","2_5","miss/cancel trip",2,76,1,"Cancel the trip",5,35.3333333333333
"4397","2_5","miss/cancel trip",2,97,1,"cancel his trip ",5,56.6666666666667
"4398","2_5","miss/cancel trip",2,55,2,"Josh could give up and miss his flight",5,26.6666666666667
"4399","2_5","miss/cancel trip",2,79,2,"Miss his flight",5,59
"4400","2_5","miss/cancel trip",2,87,2,"He will miss his flight and go home.",5,98.3333333333333
"4401","2_5","miss/cancel trip",2,90,2,"cancel the trip",5,75
"4402","2_5","miss/cancel trip",2,20,3,"cancel his trip",5,37.6666666666667
"4403","2_5","miss/cancel trip",2,43,3,"Cancel his flight.",5,99.6666666666667
"4404","2_5","miss/cancel trip",2,49,3,"Give up and not go on the trip",5,63.6666666666667
"4405","2_5","miss/cancel trip",2,60,3,"miss the flight",5,36.3333333333333
"4406","2_5","miss/cancel trip",2,67,3,"cancel flight",5,58.6666666666667
"4407","2_5","miss/cancel trip",2,68,3,"Miss flight",5,92.6666666666667
"4408","2_5","miss/cancel trip",2,84,3,"cancel the trip",5,48
"4409","2_5","miss/cancel trip",2,93,3,"Accept his fate and miss the flight",5,70.3333333333333
"4410","2_5","miss/cancel trip",2,94,3,"miss the flight and just miss out on the trip",5,56.6666666666667
"4411","2_5","miss/cancel trip",2,103,3,"cancel his trip",5,41.6666666666667
"4412","2_5","miss/cancel trip",2,1,4,"Cancel the trip.",5,9.33333333333333
"4413","2_5","miss/cancel trip",2,5,4,"Accept missing the flight",5,92.3333333333333
"4414","2_5","miss/cancel trip",2,18,4,"Josh can cancel the tr-- hunting in Africa isn't terribly ethical and he sees the car breaking down as a sign that he was doing the wrong thing.",5,83.3333333333333
"4415","2_5","miss/cancel trip",2,21,4,"miss his flight",5,50.6666666666667
"4416","2_5","miss/cancel trip",2,28,4,"Cancel his trip",5,75
"4417","2_5","miss/cancel trip",2,38,4,"Accept he is not going to make his flight and take care of his car first.",5,90.3333333333333
"4418","2_5","miss/cancel trip",2,46,4,"Josh could decide it was probably best if he missed the flight.",5,44.6666666666667
"4419","2_5","miss/cancel trip",2,64,4,"walk home",5,47.6666666666667
"4420","2_5","miss/cancel trip",2,73,4,"Miss his flight",5,94.6666666666667
"4421","2_5","miss/cancel trip",2,96,4,"Cancel his trip",5,45
"4422","2_5","miss/cancel trip",2,15,5,"forfeit it all as lost",5,84.6666666666667
"4423","2_5","miss/cancel trip",2,25,5,"Cancel the trip",5,64.6666666666667
"4424","2_5","miss/cancel trip",2,38,5,"Get his car towed and cancel the flight.",5,90
"4425","2_5","miss/cancel trip",2,39,5,"Decide to cancel his trip.",5,70
"4426","2_5","miss/cancel trip",2,40,5,"stay home",5,78
"4427","2_5","miss/cancel trip",2,52,5,"cancel his trip altogether",5,34.6666666666667
"4428","2_5","miss/cancel trip",2,53,5,"Cancel the trip.",5,46.3333333333333
"4429","2_5","miss/cancel trip",2,54,5,"Stay home to deal with the car and cancel his trip.",5,100
"4430","2_5","miss/cancel trip",2,56,5,"Cancel the whole trip and then sit there and sulk about it until a cop shows up and helps him get it towed.",5,52.6666666666667
"4431","2_5","miss/cancel trip",2,62,5,"Miss the flight",5,90
"4432","2_5","miss/cancel trip",2,67,5,"miss trip",5,44
"4433","2_5","miss/cancel trip",2,72,5,"Cancel the trip altogether",5,10
"4434","2_5","miss/cancel trip",2,75,5,"Cancel the hunting trip entirely",5,43.3333333333333
"4435","2_5","miss/cancel trip",2,77,5,"don't go on the safari",5,41.6666666666667
"4436","2_5","miss/cancel trip",2,83,5,"cancel the flight until after the car gets fixed. ",5,75
"4437","2_5","miss/cancel trip",2,100,5,"Try to cancel the trip.",5,66.3333333333333
"4438","2_5","miss/cancel trip",2,102,5,"He could cancel his trip.",5,43
"4439","2_5","miss/cancel trip",2,103,5,"go back home",5,45.3333333333333
"4440","2_5","miss/cancel trip",2,104,5,"Give up",5,62.6666666666667
"4441","3_5","pool money with coworkers",3,3,2,"Get the rest of the staff to pool money to make up the difference",5,25
"4442","3_5","pool money with coworkers",3,20,2,"take up a collection from all the employees",5,56.6666666666667
"4443","3_5","pool money with coworkers",3,30,2,"ask his friends to add money",5,69.6666666666667
"4444","3_5","pool money with coworkers",3,40,2,"ask them to help pay it back",5,74.6666666666667
"4445","3_5","pool money with coworkers",3,43,2,"Asks all employees to chip in for the missing amount.",5,32
"4446","3_5","pool money with coworkers",3,46,2,"Brian could take the money out of his staff's pay.",5,52.6666666666667
"4447","3_5","pool money with coworkers",3,53,2,"Get the whole staff to put in some money to make up the difference.",5,36.3333333333333
"4448","3_5","pool money with coworkers",3,59,2,"Ask staff to pitch in.",5,67
"4449","3_5","pool money with coworkers",3,73,2,"Ask the staff to pitch in to make it up",5,87.6666666666667
"4450","3_5","pool money with coworkers",3,84,2,"ask the staff to pitch in to pay it",5,80
"4451","3_5","pool money with coworkers",3,98,2,"Brian could solicit for contribution from the fellow staff",5,56
"4452","3_5","pool money with coworkers",3,1,3,"Ask the workers to pay.",5,7.33333333333333
"4453","3_5","pool money with coworkers",3,5,3,"Ask another employee to put the money in",5,95.6666666666667
"4454","3_5","pool money with coworkers",3,8,3,"Ask the staff to contribute to the money",5,62.3333333333333
"4455","3_5","pool money with coworkers",3,23,3,"Ask everyone to pitch in. ",5,80.6666666666667
"4456","3_5","pool money with coworkers",3,41,3,"ask for donations from people",5,46.3333333333333
"4457","3_5","pool money with coworkers",3,51,3,"Call others from the staff and have them drive to the bakery and chip in.",5,7
"4458","3_5","pool money with coworkers",3,95,3,"ask his coworkers to chip in to make up the difference",5,10
"4459","3_5","pool money with coworkers",3,99,3,"ask all the staff to pay the difference",5,34
"4460","3_5","pool money with coworkers",3,5,4,"Have the whole evening staff divide up the money to put in",5,95.3333333333333
"4461","3_5","pool money with coworkers",3,9,4,"Ask the staff to all pitch in some money ",5,35
"4462","3_5","pool money with coworkers",3,16,4,"Ask all the co-workers to contribute to the missing funds",5,46.3333333333333
"4463","3_5","pool money with coworkers",3,27,4,"ask staff for money to pitch in",5,42.6666666666667
"4464","3_5","pool money with coworkers",3,28,4,"Ask the staff to chip in",5,1.66666666666667
"4465","3_5","pool money with coworkers",3,49,4,"Ask other staff members to pitch in money to balance it",5,49
"4466","3_5","pool money with coworkers",3,63,4,"ask for donations from the entire staff to cover the difference so no one has to work overtime",5,85
"4467","3_5","pool money with coworkers",3,68,4,"Ask everyo To put money in to balance it",5,94.6666666666667
"4468","3_5","pool money with coworkers",3,71,4,"Ask other workers to help replace the money",5,45
"4469","3_5","pool money with coworkers",3,74,4,"Ask his co-workers to pitch in to make up for the missing amount so they don't get in trouble.",5,12
"4470","3_5","pool money with coworkers",3,81,4,"Ask co-workers to chip in to pay the money.",5,1
"4471","3_5","pool money with coworkers",3,25,5,"Ask everyone to pay for it equally",5,51.3333333333333
"4472","3_5","pool money with coworkers",3,39,5,"Borrow the money from a fellow employee.",5,48
"4473","3_5","pool money with coworkers",3,47,5,"Make employee put money in there",5,2
"4474","3_5","pool money with coworkers",3,80,5,"Ask coworkers to pitch in to help cover the $50.75.",5,25
"4475","3_5","pool money with coworkers",3,101,5,"ask others to chip in",5,55
"4476","4_5","sneak in",4,3,1,"Sneak into the gym and meet her friend",5,3.33333333333333
"4477","4_5","sneak in",4,5,1,"Sneak in",5,96.3333333333333
"4478","4_5","sneak in",4,38,1,"Just go and find her friend anyway.",5,68.3333333333333
"4479","4_5","sneak in",4,41,1,"sneak in",5,84.6666666666667
"4480","4_5","sneak in",4,59,1,"Sneak in to play.",5,7.33333333333333
"4481","4_5","sneak in",4,79,1,"Try to sneak in",5,4.33333333333333
"4482","4_5","sneak in",4,80,1,"Go in to the gym anyways.",5,46.6666666666667
"4483","4_5","sneak in",4,42,2,"go anyway and try to get in",5,36.6666666666667
"4484","4_5","sneak in",4,97,2,"sneak in while no one is looking just to speak with the friend",5,70
"4485","4_5","sneak in",4,101,2,"sneak in",5,11
"4486","4_5","sneak in",4,13,3,"Sneak in behind someone else.",5,0
"4487","4_5","sneak in",4,20,3,"sneak in",5,5
"4488","4_5","sneak in",4,29,3,"sneak in",5,31.3333333333333
"4489","4_5","sneak in",4,75,3,"Try to sneak in the gym without a current membership",5,6.66666666666667
"4490","4_5","sneak in",4,87,3,"She will sneak in.",5,63.3333333333333
"4491","4_5","sneak in",4,97,3,"sneak in for the full workout",5,43.3333333333333
"4492","4_5","sneak in",4,17,4,"run past the desk and find her friend inside the gym",5,1
"4493","4_5","sneak in",4,38,4,"Sneak past the worker and go play racquetball with her friend.",5,61.6666666666667
"4494","4_5","sneak in",4,41,4,"lie to get in",5,81.3333333333333
"4495","4_5","sneak in",4,44,4,"Sneak into the gym",5,18.6666666666667
"4496","4_5","sneak in",4,54,4,"Sneak in through the back and play the game with her friend. ",5,0
"4497","4_5","sneak in",4,70,4,"sneak into gym when no one is looking",5,8.33333333333333
"4498","4_5","sneak in",4,87,4,"She will steal someone's membership card.",5,18.3333333333333
"4499","4_5","sneak in",4,92,4,"sneak into the racquetball room",5,11.6666666666667
"4500","4_5","sneak in",4,2,5,"pretend she is still a member",5,34.6666666666667
"4501","4_5","sneak in",4,9,5,"Try to sneak in and play without a membership",5,33.6666666666667
"4502","4_5","sneak in",4,12,5,"she try to intimate her friend",5,57.3333333333333
"4503","4_5","sneak in",4,14,5,"go and play racquetball anyway even though the membership is expired",5,38
"4504","4_5","sneak in",4,20,5,"say that there must have been a mistake and trick her way inside",5,6
"4505","4_5","sneak in",4,30,5,"sneak into the gym",5,11
"4506","4_5","sneak in",4,36,5,"Go in without paying",5,0
"4507","4_5","sneak in",4,53,5,"Sneak into the gym to play racquetball.",5,8
"4508","4_5","sneak in",4,66,5,"Sneak in anyway",5,16.6666666666667
"4509","4_5","sneak in",4,71,5,"Sneak into the gym",5,33.3333333333333
"4510","5_5","turn nothing in/do nothing",5,1,1,"Do nothing and take the punishment.",5,76
"4511","5_5","turn nothing in/do nothing",5,32,1,"don't worry about it",5,1
"4512","5_5","turn nothing in/do nothing",5,49,1,"Don't turn any homework in",5,50.6666666666667
"4513","5_5","turn nothing in/do nothing",5,74,1,"Do nothing.",5,98.6666666666667
"4514","5_5","turn nothing in/do nothing",5,55,2,"Mary could ignore the issue and turn in nothing",5,47
"4515","5_5","turn nothing in/do nothing",5,76,2,"Turn in nothing",5,57.6666666666667
"4516","5_5","turn nothing in/do nothing",5,7,3,"Mary could do nothing",5,56.6666666666667
"4517","5_5","turn nothing in/do nothing",5,13,3,"Do nothing and deal with the consequences later. ",5,2.66666666666667
"4518","5_5","turn nothing in/do nothing",5,15,3,"do nothing",5,77.6666666666667
"4519","5_5","turn nothing in/do nothing",5,28,3,"Stay silent and not mention it",5,74.3333333333333
"4520","5_5","turn nothing in/do nothing",5,40,3,"take the f",5,77.3333333333333
"4521","5_5","turn nothing in/do nothing",5,47,3,"Turn nothing it, get a 0",5,68.3333333333333
"4522","5_5","turn nothing in/do nothing",5,62,3,"Don't turn anything in",5,56.6666666666667
"4523","5_5","turn nothing in/do nothing",5,72,3,"Don't do the assignment at all",5,6.66666666666667
"4524","5_5","turn nothing in/do nothing",5,101,3,"Not turn in anything",5,43
"4525","5_5","turn nothing in/do nothing",5,103,3,"take the F",5,63
"4526","5_5","turn nothing in/do nothing",5,3,4,"Just not turn anything in",5,18.3333333333333
"4527","5_5","turn nothing in/do nothing",5,4,4,"Go to class and hope the teacher forgets to ask for the homework",5,61.3333333333333
"4528","5_5","turn nothing in/do nothing",5,21,4,"don't turn in homewortk",5,51
"4529","5_5","turn nothing in/do nothing",5,23,4,"Take the zero.",5,56.6666666666667
"4530","5_5","turn nothing in/do nothing",5,25,4,"not turn anything in",5,68.6666666666667
"4531","5_5","turn nothing in/do nothing",5,43,4,"Take the bad grade for not handing it in.",5,62.3333333333333
"4532","5_5","turn nothing in/do nothing",5,45,4,"go without it to class",5,36.3333333333333
"4533","5_5","turn nothing in/do nothing",5,52,4,"go to class and don't say anything",5,34.6666666666667
"4534","5_5","turn nothing in/do nothing",5,63,4,"not turn in the assignment and get a failing grade",5,46.6666666666667
"4535","5_5","turn nothing in/do nothing",5,67,4,"take a hit",5,42.3333333333333
"4536","5_5","turn nothing in/do nothing",5,69,4,"do not turn in anything ",5,73
"4537","5_5","turn nothing in/do nothing",5,73,4,"Take an F on the assignment",5,56.6666666666667
"4538","5_5","turn nothing in/do nothing",5,79,4,"Just turn in nothing",5,27.3333333333333
"4539","5_5","turn nothing in/do nothing",5,84,4,"fail the assignment",5,39.6666666666667
"4540","5_5","turn nothing in/do nothing",5,93,4,"Do nothing and lose credit",5,44.6666666666667
"4541","5_5","turn nothing in/do nothing",5,94,4,"just accept the 0 and move on with life",5,63.3333333333333
"4542","5_5","turn nothing in/do nothing",5,96,4,"Turn in nothing and accept the consequences",5,46.6666666666667
"4543","5_5","turn nothing in/do nothing",5,104,4,"Accept the mistake",5,70
"4544","5_5","turn nothing in/do nothing",5,16,5,"Not do anything and allow the missing homework assignment to damage grade",5,20.6666666666667
"4545","5_5","turn nothing in/do nothing",5,27,5,"don't turn in anything",5,47.6666666666667
"4546","5_5","turn nothing in/do nothing",5,37,5,"Stay silent",5,52.6666666666667
"4547","5_5","turn nothing in/do nothing",5,38,5,"Accept that she does not have her homework",5,90.3333333333333
"4548","5_5","turn nothing in/do nothing",5,44,5,"Not say anything ",5,49.6666666666667
"4549","5_5","turn nothing in/do nothing",5,54,5,"Do not turn in the homework, accept the failing grade, and make her Mom feel bad. ",5,45.3333333333333
"4550","5_5","turn nothing in/do nothing",5,60,5,"miss the credit",5,94
"4551","5_5","turn nothing in/do nothing",5,65,5,"Take the punishment for it",5,86.6666666666667
"4552","5_5","turn nothing in/do nothing",5,102,5,"Mary could accept the poor outcome.",5,66.3333333333333
"4553","6_5","kill/eat his friends",6,85,1,"murder one of his friends and eat them.",5,0
"4554","6_5","kill/eat his friends",6,15,2,"kill one of his friends and use them for food",5,0
"4555","6_5","kill/eat his friends",6,37,3,"Kill his mates eat them to survive. He is the sole survivor.",5,0.333333333333333
"4556","6_5","kill/eat his friends",6,55,3,"Brad could murder his friends and use them for food",5,0.333333333333333
"4557","6_5","kill/eat his friends",6,75,3,"Kill a friend and cannibalize them for food",5,0.333333333333333
"4558","6_5","kill/eat his friends",6,77,4,"eat his friends",5,1.33333333333333
"4559","6_5","kill/eat his friends",6,94,4,"kill and eat his friends before they can eat him",5,11.3333333333333
"4560","6_5","kill/eat his friends",6,6,5,"Turn into the Donner party",5,1.66666666666667
"4561","6_5","kill/eat his friends",6,10,5,"Resort to cannibalism",5,0.333333333333333
"4562","6_5","kill/eat his friends",6,29,5,"kill his friend for food",5,1.33333333333333
"4563","6_5","kill/eat his friends",6,50,5,"Brad could murder his friends and when help arrives tell them it was an accident so he could have the food",5,3.33333333333333
"4564","6_5","kill/eat his friends",6,76,5,"Draw straws for who will be eaten first",5,0
"4565","6_5","kill/eat his friends",6,103,5,"eat his friends",5,1.33333333333333
"4566","7_5","try to buy another ticket",7,105,1,"BUY HIM A TICKET",5,54
"4567","7_5","try to buy another ticket",7,113,1,"buy him a new ticket",5,52
"4568","7_5","try to buy another ticket",7,118,1,"Buy another ticket",5,83.3333333333333
"4569","7_5","try to buy another ticket",7,124,1,"She could buy the ticket at the concert for her friend.",5,100
"4570","7_5","try to buy another ticket",7,129,1,"Loan Ted money for a new ticket.",5,73.3333333333333
"4571","7_5","try to buy another ticket",7,134,1,"Try to buy a new ticket",5,100
"4572","7_5","try to buy another ticket",7,137,1,"Buy a new ticket.",5,76.6666666666667
"4573","7_5","try to buy another ticket",7,140,1,"pay for Ted",5,70.3333333333333
"4574","7_5","try to buy another ticket",7,143,1,"she could buy him another ticket.",5,80
"4575","7_5","try to buy another ticket",7,146,1,"Ask him if they could buy another ticket",5,93.3333333333333
"4576","7_5","try to buy another ticket",7,154,1,"buy another ticket",5,88
"4577","7_5","try to buy another ticket",7,159,1,"Look for a scalper",5,72
"4578","7_5","try to buy another ticket",7,161,1,"They could buy another ticket",5,93.3333333333333
"4579","7_5","try to buy another ticket",7,162,1,"Buy Ted another ticket",5,88.3333333333333
"4580","7_5","try to buy another ticket",7,167,1,"buy a new ticket",5,90.3333333333333
"4581","7_5","try to buy another ticket",7,170,1,"Buy him a ticket",5,61
"4582","7_5","try to buy another ticket",7,171,1,"buy another ticket at the booth",5,93.6666666666667
"4583","7_5","try to buy another ticket",7,175,1,"Try to see if there are any tickets available for purchase online",5,100
"4584","7_5","try to buy another ticket",7,176,1,"try to purchase another ticket",5,92
"4585","7_5","try to buy another ticket",7,182,1,"Darya can spot Ted by buying the ticket at the booth.",5,28.6666666666667
"4586","7_5","try to buy another ticket",7,188,1,"Buy a new ticket.",5,98.3333333333333
"4587","7_5","try to buy another ticket",7,196,1,"purchase a new ticket for Ted",5,94.6666666666667
"4588","7_5","try to buy another ticket",7,199,1,"Buy another ticket.",5,84.6666666666667
"4589","7_5","try to buy another ticket",7,200,1,"She could buy his ticket.",5,64
"4590","7_5","try to buy another ticket",7,207,1,"Call the venue to see if tickets can be bought at the door. ",5,96.6666666666667
"4591","7_5","try to buy another ticket",7,208,1,"pay for the ticket online",5,87
"4592","7_5","try to buy another ticket",7,107,2,"see if he could buy another ticket",5,91
"4593","7_5","try to buy another ticket",7,115,2,"Ted could buy a new ticket.",5,100
"4594","7_5","try to buy another ticket",7,120,2,"Buy a ticket from another person or ticket scalper",5,87
"4595","7_5","try to buy another ticket",7,124,2,"She could loan him the money to buy a concert ticket.",5,100
"4596","7_5","try to buy another ticket",7,130,2,"Darya might offer to buy Ted another ticket as they enter",5,70
"4597","7_5","try to buy another ticket",7,132,2,"Offer to buy Ted another ticket",5,46.6666666666667
"4598","7_5","try to buy another ticket",7,142,2,"Try and buy Ted another ticket. ",5,75
"4599","7_5","try to buy another ticket",7,144,2,"Try to find another ticket",5,96.6666666666667
"4600","7_5","try to buy another ticket",7,152,2,"buy a new ticket",5,84
"4601","7_5","try to buy another ticket",7,156,2,"Buy tickets at the door",5,51.3333333333333
"4602","7_5","try to buy another ticket",7,160,2,"buy a new ticket on the concert itself",5,85
"4603","7_5","try to buy another ticket",7,162,2,"Lend money to Ted so he can buy another ticket",5,96.6666666666667
"4604","7_5","try to buy another ticket",7,163,2,"Buy another one",5,77
"4605","7_5","try to buy another ticket",7,165,2,"try to purchase a new ticket",5,76.6666666666667
"4606","7_5","try to buy another ticket",7,177,2,"To buy a second-hand ticket.",5,97
"4607","7_5","try to buy another ticket",7,178,2,"Help Ted find a new tcket fro a seller",5,90.3333333333333
"4608","7_5","try to buy another ticket",7,179,2,"buy from a scalper",5,66.6666666666667
"4609","7_5","try to buy another ticket",7,180,2,"Try and get another ticket from someone.",5,100
"4610","7_5","try to buy another ticket",7,194,2,"He could buy a new ticket",5,91
"4611","7_5","try to buy another ticket",7,202,2,"help Ted buy a new ticket",5,82.6666666666667
"4612","7_5","try to buy another ticket",7,203,2,"buy another ticket ",5,100
"4613","7_5","try to buy another ticket",7,116,3,"Try to buy a ticket outside the event",5,48.6666666666667
"4614","7_5","try to buy another ticket",7,117,3,"Buy another ticket when they get there.",5,41.6666666666667
"4615","7_5","try to buy another ticket",7,122,3,"buy another ticket",5,69
"4616","7_5","try to buy another ticket",7,125,3,"He can try to buy a scalped ticket",5,56.6666666666667
"4617","7_5","try to buy another ticket",7,127,3,"buy another ticket",5,93.3333333333333
"4618","7_5","try to buy another ticket",7,139,3,"Keep driving and hope they can buy a ticket at the concert",5,60
"4619","7_5","try to buy another ticket",7,159,3,"Buy another ticket at box office",5,82
"4620","7_5","try to buy another ticket",7,160,3,"buy a new ticket from scalpers ",5,56
"4621","7_5","try to buy another ticket",7,164,3,"She could try to buy a ticket off a scalper.",5,16.6666666666667
"4622","7_5","try to buy another ticket",7,171,3,"scalp another ticket",5,90
"4623","7_5","try to buy another ticket",7,179,3,"ask another person if they would sell their tickets",5,83.3333333333333
"4624","7_5","try to buy another ticket",7,180,3,"Try and buy another ticket.",5,100
"4625","7_5","try to buy another ticket",7,181,3,"Buy him another ticket",5,81.6666666666667
"4626","7_5","try to buy another ticket",7,184,3,"Take Ted with him and tell him he will have to purchase another ticket when they get there.",5,87.6666666666667
"4627","7_5","try to buy another ticket",7,187,3,"Buy another ticket",5,70
"4628","7_5","try to buy another ticket",7,205,3,"Buy a new ticket",5,86.6666666666667
"4629","7_5","try to buy another ticket",7,208,3,"pay with cash",5,85.6666666666667
"4630","7_5","try to buy another ticket",7,105,4,"TELL HIM TO BUY ANOTHER TICKET",5,100
"4631","7_5","try to buy another ticket",7,109,4,"Buy another ticket",5,82.6666666666667
"4632","7_5","try to buy another ticket",7,111,4,"try to scalp a ticket",5,46.3333333333333
"4633","7_5","try to buy another ticket",7,128,4,"Buy another ticket",5,92.3333333333333
"4634","7_5","try to buy another ticket",7,131,4,"Look for anyone selling tickets",5,87.6666666666667
